cloud.google.com/go/auth	v0.20.0
github.com/hashicorp/go-secure-stdlib/parseutil	v0.2.0
github.com/hashicorp/go-secure-stdlib/strutil	v0.1.2
github.com/hashicorp/go-sockaddr	v1.0.7
github.com/hashicorp/hcl	v1.0.1-vault-7
github.com/hashicorp/vault/api	v1.22.0
github.com/hexops/gotextdiff	v1.0.3
github.com/howeyc/gopass	v0.0.0-20210920133722-c8aef6fb66ef
github.com/in-toto/attestation	v1.2.0
github.com/in-toto/in-toto-golang	v0.11.0
github.com/jedisct1/go-minisign	v0.0.0-20211028175153-1c139d1cc84b
github.com/jellydator/ttlcache/v3	v3.4.0
github.com/kr/pretty	v0.3.1
github.com/kr/text	v0.2.0
github.com/kylelemons/godebug	v1.1.0
github.com/letsencrypt/boulder	v0.20260309.0
github.com/mitchellh/go-homedir	v1.1.0
github.com/mitchellh/mapstructure	v1.5.0
github.com/natefinch/atomic	v1.0.1
github.com/oasdiff/yaml	v0.1.0
github.com/oasdiff/yaml3	v0.0.13
github.com/oklog/ulid/v2	v2.1.1
github.com/opencontainers/go-digest	v1.0.0
github.com/pkg/browser	v0.0.0-20240102092130-5ac0b6a4141c
github.com/pkg/errors	v0.9.1
github.com/pmezard/go-difflib	v1.0.0
github.com/pmezard/go-difflib	v1.0.1-0.20181226105442-5d4384ee4fb2
github.com/rogpeppe/go-internal	v1.14.1
github.com/rogpeppe/go-internal	v1.9.0
github.com/ryanuber/go-glob	v1.0.0
github.com/santhosh-tekuri/jsonschema/v6	v6.0.2
github.com/sassoftware/relic	v7.2.1%2Bincompatible
github.com/sassoftware/relic/v7	v7.6.2
github.com/secure-systems-lab/go-securesystemslib	v0.11.0
github.com/sergi/go-diff	v1.4.0
github.com/shibumi/go-pathspec	v1.3.0
github.com/sigstore/protobuf-specs	v0.5.1
github.com/sigstore/rekor	v1.5.3
github.com/sigstore/rekor-tiles/v2	v2.3.0
github.com/sigstore/sigstore	v1.10.8
github.com/sigstore/sigstore-go	v1.2.2
github.com/sigstore/sigstore/pkg/signature/kms/aws	v1.10.8
github.com/sigstore/sigstore/pkg/signature/kms/azure	v1.10.8
github.com/sigstore/sigstore/pkg/signature/kms/gcp	v1.10.8
github.com/sigstore/sigstore/pkg/signature/kms/hashivault	v1.10.8
github.com/sigstore/timestamp-authority/v2	v2.1.2
github.com/spf13/cobra	v1.10.2
github.com/spf13/pflag	v1.0.10
github.com/stretchr/testify	v1.11.1
github.com/stretchr/testify	v1.9.0
github.com/theupdateframework/go-tuf	v0.7.0
github.com/theupdateframework/go-tuf/v2	v2.4.2
github.com/tink-crypto/tink-go-awskms/v3	v3.0.0
github.com/tink-crypto/tink-go-gcpkms/v2	v2.2.0
github.com/tink-crypto/tink-go-hcvault/v2	v2.5.0
github.com/tink-crypto/tink-go/v2	v2.6.0
github.com/titanous/rocacheck	v0.0.0-20171023193734-afe73141d399
github.com/transparency-dev/formats	v0.1.1
github.com/transparency-dev/merkle	v0.0.2
github.com/xlzd/gotp	v0.1.0
github.com/youmark/pkcs8	v0.0.0-20240726163527-a2c0da244d78
github.com/zalando/go-keyring	v0.2.3
go.opentelemetry.io/auto/sdk	v1.2.1
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	v0.67.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp	v0.67.0
go.opentelemetry.io/otel	v1.44.0
go.opentelemetry.io/otel/exporters/stdout/stdouttrace	v1.44.0
go.opentelemetry.io/otel/metric	v1.44.0
go.opentelemetry.io/otel/sdk	v1.44.0
go.opentelemetry.io/otel/sdk/metric	v1.44.0
go.opentelemetry.io/otel/trace	v1.44.0
go.uber.org/goleak	v1.3.0
go.uber.org/multierr	v1.11.0
go.uber.org/zap	v1.28.0
go.yaml.in/yaml/v3	v3.0.4
golang.org/x/crypto	v0.54.0
golang.org/x/mod	v0.37.0
golang.org/x/mod	v0.38.0
golang.org/x/net	v0.56.0
golang.org/x/net	v0.57.0
golang.org/x/oauth2	v0.36.0
golang.org/x/sync	v0.22.0
golang.org/x/sys	v0.45.0
golang.org/x/sys	v0.47.0
golang.org/x/term	v0.45.0
golang.org/x/text	v0.14.0
golang.org/x/text	v0.40.0
golang.org/x/time	v0.15.0
golang.org/x/tools	v0.48.0
gonum.org/v1/gonum	v0.17.0
google.golang.org/api	v0.283.0
google.golang.org/genproto	v0.0.0-20260319201613-d00831a3d3e7
google.golang.org/genproto/googleapis/api	v0.0.0-20260526163538-3dc84a4a5aaa
google.golang.org/genproto/googleapis/rpc	v0.0.0-20260523011958-0a33c5d7ca68
google.golang.org/grpc	v1.82.0
google.golang.org/protobuf	v1.36.11
gopkg.in/check.v1	v0.0.0-20161208181325-20d25e280405
gopkg.in/check.v1	v1.0.0-20201130134442-10cb98267c6c
gopkg.in/yaml.v3	v3.0.1
k8s.io/klog/v2	v2.140.0
software.sslmate.com/src/go-pkcs12	v0.4.0
tools	
tools/fmtpercentv	
tools/paramcheck	
tools/redundantptr	
tools/sliceofpointers	
