cloud.google.com/go/auth	v0.15.0
github.com/hashicorp/go-msgpack	v0.5.5
github.com/hashicorp/go-msgpack/v2	v2.1.1
github.com/hashicorp/go-multierror	v1.1.1
github.com/hashicorp/go-retryablehttp	v0.7.7
github.com/hashicorp/go-rootcerts	v1.0.2
github.com/hashicorp/go-sockaddr	v1.0.7
github.com/hashicorp/go-uuid	v1.0.3
github.com/hashicorp/go-version	v1.7.0
github.com/hashicorp/golang-lru	v1.0.2
github.com/hashicorp/memberlist	v0.5.3
github.com/hashicorp/nomad/api	v0.0.0-20241218080744-e3ac00f30eec
github.com/hashicorp/serf	v0.10.1
github.com/hetznercloud/hcloud-go/v2	v2.18.0
github.com/huandu/xstrings	v1.5.0
github.com/influxdata/tdigest	v0.0.2-0.20210216194612-fc98d27c9e8b
github.com/ionos-cloud/sdk-go/v6	v6.3.2
github.com/jmespath/go-jmespath	v0.4.0
github.com/jmespath/go-jmespath/internal/testify	v1.5.1
github.com/josharian/intern	v1.0.0
github.com/jpillora/backoff	v1.0.0
github.com/json-iterator/go	v1.1.12
github.com/julienschmidt/httprouter	v1.3.0
github.com/kamstrup/intmap	v0.5.1
github.com/klauspost/compress	v1.18.0
github.com/knadh/koanf/maps	v0.1.1
github.com/knadh/koanf/providers/confmap	v0.1.0
github.com/knadh/koanf/v2	v2.1.2
github.com/kolo/xmlrpc	v0.0.0-20220921171641-a4b6fa1dd06b
github.com/kr/pretty	v0.3.1
github.com/kr/text	v0.2.0
github.com/kylelemons/godebug	v1.1.0
github.com/linode/linodego	v1.46.0
github.com/lufia/plan9stats	v0.0.0-20240226150601-1dcf7310316a
github.com/mailru/easyjson	v0.9.0
github.com/mattn/go-colorable	v0.1.14
github.com/mattn/go-isatty	v0.0.20
github.com/mdlayher/socket	v0.5.1
github.com/mdlayher/vsock	v1.2.1
github.com/miekg/dns	v1.1.63
github.com/mitchellh/copystructure	v1.2.0
github.com/mitchellh/go-homedir	v1.1.0
github.com/mitchellh/mapstructure	v1.5.1-0.20220423185008-bf980b35cac4
github.com/mitchellh/reflectwalk	v1.0.2
github.com/moby/docker-image-spec	v1.3.1
github.com/modern-go/concurrent	v0.0.0-20180306012644-bacd9c7ef1dd
github.com/modern-go/reflect2	v1.0.2
github.com/munnerz/goautoneg	v0.0.0-20191010083416-a7dc8b61c822
github.com/mwitkow/go-conntrack	v0.0.0-20190716064945-2f068394615f
github.com/oklog/ulid	v1.3.1
github.com/open-telemetry/opentelemetry-collector-contrib/internal/exp/metrics	v0.116.0
github.com/open-telemetry/opentelemetry-collector-contrib/pkg/pdatatest	v0.116.0
github.com/open-telemetry/opentelemetry-collector-contrib/pkg/pdatautil	v0.116.0
github.com/open-telemetry/opentelemetry-collector-contrib/processor/deltatocumulativeprocessor	v0.116.0
github.com/opencontainers/go-digest	v1.0.0
github.com/opencontainers/image-spec	v1.1.0
github.com/opentracing-contrib/go-grpc	v0.1.1
github.com/opentracing-contrib/go-stdlib	v1.1.0
github.com/opentracing/opentracing-go	v1.2.1-0.20220228012449-10b1cf09e00b
github.com/ovh/go-ovh	v1.6.0
github.com/pascaldekloe/goe	v0.1.0
github.com/pierrec/lz4/v4	v4.1.22
github.com/pires/go-proxyproto	v0.7.0
github.com/pkg/browser	v0.0.0-20240102092130-5ac0b6a4141c
github.com/pkg/errors	v0.9.1
github.com/pmezard/go-difflib	v1.0.1-0.20181226105442-5d4384ee4fb2
github.com/power-devops/perfstat	v0.0.0-20240221224432-82ca36839d55
github.com/prometheus/alertmanager	v0.28.1
github.com/prometheus/client_golang	v1.21.1
github.com/prometheus/client_model	v0.6.1
github.com/prometheus/common	v0.62.0
github.com/prometheus/common/sigv4	v0.1.0
github.com/prometheus/exporter-toolkit	v0.13.2
github.com/prometheus/procfs	v0.15.1
github.com/prometheus/prometheus	v0.302.1
github.com/prometheus/sigv4	v0.1.2
github.com/redis/go-redis/v9	v9.7.3
github.com/redis/rueidis	v1.0.19
github.com/rogpeppe/go-internal	v1.14.1
github.com/scaleway/scaleway-sdk-go	v1.0.0-beta.30
github.com/sean-/seed	v0.0.0-20170313163322-e2103e2c3529
github.com/segmentio/fasthash	v1.0.3
github.com/sercand/kuberesolver/v5	v5.1.1
github.com/shirou/gopsutil/v4	v4.25.2
github.com/shopspring/decimal	v1.4.0
github.com/sirupsen/logrus	v1.9.3
github.com/sony/gobreaker/v2	v2.1.0
github.com/spaolacci/murmur3	v1.1.0
github.com/spf13/cast	v1.7.1
github.com/spf13/pflag	v1.0.6
github.com/stretchr/objx	v0.5.2
github.com/stretchr/testify	v1.11.1
github.com/stvp/tempredis	v0.0.0-20181119212430-b82af8480203
github.com/tjhop/slog-gokit	v0.1.4
github.com/tklauser/go-sysconf	v0.3.13
github.com/tklauser/numcpus	v0.7.0
github.com/uber/jaeger-client-go	v2.30.0%2Bincompatible
github.com/uber/jaeger-lib	v2.4.1%2Bincompatible
github.com/valyala/bytebufferpool	v1.0.0
github.com/valyala/fasthttp	v1.58.0
github.com/vultr/govultr/v2	v2.17.2
github.com/willf/bitset	v1.1.11
github.com/willf/bloom	v2.0.3%2Bincompatible
github.com/x448/float16	v0.8.4
github.com/xyproto/randomstring	v1.0.5
github.com/yuin/gopher-lua	v1.1.1
github.com/yusufpapurcu/wmi	v1.2.4
go.etcd.io/bbolt	v1.4.0
go.etcd.io/etcd/api/v3	v3.5.4
go.etcd.io/etcd/client/pkg/v3	v3.5.4
go.etcd.io/etcd/client/v3	v3.5.4
go.mongodb.org/mongo-driver	v1.17.2
go.opentelemetry.io/auto/sdk	v1.2.1
go.opentelemetry.io/collector/component	v0.118.0
go.opentelemetry.io/collector/component/componentstatus	v0.118.0
go.opentelemetry.io/collector/component/componenttest	v0.118.0
go.opentelemetry.io/collector/config/configtelemetry	v0.118.0
go.opentelemetry.io/collector/confmap	v1.22.0
go.opentelemetry.io/collector/consumer	v1.24.0
go.opentelemetry.io/collector/consumer/consumertest	v0.118.0
go.opentelemetry.io/collector/consumer/xconsumer	v0.118.0
go.opentelemetry.io/collector/pdata	v1.28.1
go.opentelemetry.io/collector/pdata/pprofile	v0.118.0
go.opentelemetry.io/collector/pdata/testdata	v0.118.0
go.opentelemetry.io/collector/pipeline	v0.118.0
go.opentelemetry.io/collector/processor	v0.118.0
go.opentelemetry.io/collector/processor/processortest	v0.118.0
go.opentelemetry.io/collector/processor/xprocessor	v0.118.0
go.opentelemetry.io/collector/semconv	v0.118.0
go.opentelemetry.io/contrib/instrumentation/net/http/httptrace/otelhttptrace	v0.59.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp	v0.59.0
go.opentelemetry.io/otel	v1.39.0
go.opentelemetry.io/otel/metric	v1.39.0
go.opentelemetry.io/otel/sdk	v1.39.0
go.opentelemetry.io/otel/sdk/metric	v1.39.0
go.opentelemetry.io/otel/trace	v1.39.0
go.uber.org/atomic	v1.11.0
go.uber.org/goleak	v1.3.0
go.uber.org/multierr	v1.11.0
go.uber.org/zap	v1.27.0
go4.org/netipx	v0.0.0-20230125063823-8449b0a6169f
golang.org/x/crypto	v0.49.0
golang.org/x/exp	v0.0.0-20250106191152-7588d65b2ba8
golang.org/x/mod	v0.33.0
golang.org/x/net	v0.52.0
golang.org/x/oauth2	v0.34.0
golang.org/x/sync	v0.20.0
golang.org/x/sys	v0.42.0
golang.org/x/term	v0.41.0
golang.org/x/text	v0.35.0
golang.org/x/time	v0.11.0
golang.org/x/tools	v0.42.0
gonum.org/v1/gonum	v0.16.0
google.golang.org/api	v0.228.0
google.golang.org/genproto/googleapis/api	v0.0.0-20251202230838-ff82c1b0f217
google.golang.org/genproto/googleapis/rpc	v0.0.0-20260319201613-d00831a3d3e7
google.golang.org/grpc	v1.79.3
google.golang.org/protobuf	v1.36.11
gopkg.in/check.v1	v1.0.0-20201130134442-10cb98267c6c
gopkg.in/evanphx/json-patch.v4	v4.12.0
gopkg.in/inf.v0	v0.9.1
gopkg.in/ini.v1	v1.67.0
gopkg.in/yaml.v2	v2.4.0
gopkg.in/yaml.v3	v3.0.1
k8s.io/api	v0.32.3
k8s.io/apimachinery	v0.32.3
k8s.io/client-go	v0.32.1
k8s.io/klog/v2	v2.130.1
k8s.io/kube-openapi	v0.0.0-20241105132330-32ad38e42d3f
k8s.io/utils	v0.0.0-20241210054802-24370beab758
sigs.k8s.io/json	v0.0.0-20241010143419-9aa6b5e7a4b3
sigs.k8s.io/structured-merge-diff/v4	v4.4.2
sigs.k8s.io/yaml	v1.4.0
