dario.cat/mergo	v1.0.2
github.com/eiannone/keyboard	v0.0.0-20220611211555-0d226195f203
github.com/felixge/httpsnoop	v1.0.4
github.com/felixge/httpsnoop	v1.1.0
github.com/fvbommel/sortorder	v1.1.0
github.com/go-logr/logr	v1.4.3
github.com/go-logr/stdr	v1.2.2
github.com/go-viper/mapstructure/v2	v2.5.0
github.com/gofrs/flock	v0.13.0
github.com/golang-jwt/jwt/v5	v5.3.0
github.com/golang-jwt/jwt/v5	v5.3.1
github.com/google/go-cmp	v0.7.0
github.com/google/shlex	v0.0.0-20191202100458-e7afc7fbc510
github.com/google/uuid	v1.6.0
github.com/grpc-ecosystem/grpc-gateway/v2	v2.29.0
github.com/hashicorp/errwrap	v1.1.0
github.com/hashicorp/go-cleanhttp	v0.5.2
github.com/hashicorp/go-multierror	v1.1.1
github.com/hashicorp/go-version	v1.9.0
github.com/in-toto/attestation	v1.2.0
github.com/in-toto/in-toto-golang	v0.11.0
github.com/inhies/go-bytesize	v0.0.0-20220417184213-4913239db9cf
github.com/jackc/pgpassfile	v1.0.0
github.com/jackc/pgservicefile	v0.0.0-20240606120523-5a60cdf6a761
github.com/jackc/pgx/v5	v5.9.2
github.com/jackc/puddle/v2	v2.2.2
github.com/jonboulle/clockwork	v0.5.0
github.com/klauspost/compress	v1.18.5
github.com/klauspost/compress	v1.18.6
github.com/kylelemons/godebug	v1.1.0
github.com/magiconair/properties	v1.8.10
github.com/mattn/go-runewidth	v0.0.24
github.com/mattn/go-shellwords	v1.0.13
github.com/mdelapenya/tlscert	v0.2.0
github.com/mitchellh/hashstructure/v2	v2.0.2
github.com/moby/buildkit	v0.31.0
github.com/moby/docker-image-spec	v1.3.1
github.com/moby/go-archive	v0.2.0
github.com/moby/locker	v1.0.1
github.com/moby/moby/api	v1.54.2
github.com/moby/moby/api	v1.55.0
github.com/moby/moby/client	v0.4.0
github.com/moby/moby/client	v0.5.0
github.com/moby/patternmatcher	v0.6.1
github.com/moby/sys/atomicwriter	v0.1.0
github.com/moby/sys/capability	v0.4.0
github.com/moby/sys/sequential	v0.6.0
github.com/moby/sys/sequential	v0.7.0
github.com/moby/sys/signal	v0.7.1
github.com/moby/sys/symlink	v0.3.0
github.com/moby/sys/user	v0.4.0
github.com/moby/sys/userns	v0.1.0
github.com/moby/term	v0.5.2
github.com/morikuni/aec	v1.1.0
github.com/opencontainers/go-digest	v1.0.0
github.com/opencontainers/image-spec	v1.1.1
github.com/pelletier/go-toml/v2	v2.4.1
github.com/pkg/browser	v0.0.0-20240102092130-5ac0b6a4141c
github.com/pkg/errors	v0.9.1
github.com/planetscale/vtprotobuf	v0.6.1-0.20240319094008-0393e58bdf10
github.com/pmezard/go-difflib	v1.0.0
github.com/pmezard/go-difflib	v1.0.1-0.20181226105442-5d4384ee4fb2
github.com/santhosh-tekuri/jsonschema/v6	v6.0.2
github.com/secure-systems-lab/go-securesystemslib	v0.11.0
github.com/shibumi/go-pathspec	v1.3.0
github.com/shirou/gopsutil/v4	v4.26.5
github.com/shirou/gopsutil/v4	v4.26.6
github.com/sigstore/sigstore	v1.10.8
github.com/sigstore/sigstore-go	v1.2.1
github.com/sirupsen/logrus	v1.9.4
github.com/skratchdot/open-golang	v0.0.0-20200116055534-eef842397966
github.com/spf13/cobra	v1.10.2
github.com/spf13/pflag	v1.0.10
github.com/spf13/pflag	v1.0.9
github.com/stretchr/testify	v1.11.1
github.com/testcontainers/testcontainers-go/modules/azure	v0.43.0
github.com/testcontainers/testcontainers-go/modules/mssql	v0.43.0
github.com/testcontainers/testcontainers-go/modules/socat	v0.43.0
github.com/tidwall/gjson	v1.17.1
github.com/tidwall/match	v1.1.1
github.com/tidwall/pretty	v1.2.0
github.com/tilt-dev/fsnotify	v1.4.8-0.20220602155310-fff9c274a375
github.com/tklauser/go-sysconf	v0.3.16
github.com/tklauser/go-sysconf	v0.4.0
github.com/tklauser/numcpus	v0.11.0
github.com/tklauser/numcpus	v0.12.0
github.com/tonistiigi/dchapes-mode	v0.0.0-20250318174251-73d941a28323
github.com/tonistiigi/fsutil	v0.0.0-20260609174605-b61e79c0c046
github.com/tonistiigi/go-csvvalue	v0.0.0-20240814133006-030d3b2625d0
github.com/tonistiigi/units	v0.0.0-20180711220420-6950e57a87ea
github.com/tonistiigi/vt100	v0.0.0-20240514184818-90bafcd6abab
github.com/xhit/go-str2duration/v2	v2.1.0
github.com/youmark/pkcs8	v0.0.0-20240726163527-a2c0da244d78
go.opentelemetry.io/auto/sdk	v1.2.1
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	v0.69.0
go.opentelemetry.io/contrib/instrumentation/net/http/httptrace/otelhttptrace	v0.69.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp	v0.60.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp	v0.69.0
go.opentelemetry.io/otel	v1.43.0
go.opentelemetry.io/otel	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlpmetric/otlpmetricgrpc	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlpmetric/otlpmetrichttp	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracehttp	v1.44.0
go.opentelemetry.io/otel/metric	v1.43.0
go.opentelemetry.io/otel/metric	v1.44.0
go.opentelemetry.io/otel/sdk	v1.44.0
go.opentelemetry.io/otel/sdk/metric	v1.44.0
go.opentelemetry.io/otel/trace	v1.43.0
go.opentelemetry.io/otel/trace	v1.44.0
go.opentelemetry.io/proto/otlp	v1.10.0
go.yaml.in/yaml/v3	v3.0.4
go.yaml.in/yaml/v4	v4.0.0-rc.6
golang.org/x/crypto	v0.47.0
golang.org/x/crypto	v0.54.0
golang.org/x/mod	v0.37.0
golang.org/x/mod	v0.38.0
golang.org/x/net	v0.49.0
golang.org/x/net	v0.56.0
golang.org/x/sync	v0.22.0
golang.org/x/sys	v0.47.0
golang.org/x/term	v0.45.0
golang.org/x/text	v0.33.0
golang.org/x/text	v0.38.0
golang.org/x/text	v0.40.0
golang.org/x/time	v0.15.0
google.golang.org/genproto/googleapis/api	v0.0.0-20260622175928-b703f567277d
google.golang.org/genproto/googleapis/rpc	v0.0.0-20260226221140-a57be14db171
google.golang.org/genproto/googleapis/rpc	v0.0.0-20260622175928-b703f567277d
google.golang.org/grpc	v1.81.0
google.golang.org/grpc	v1.81.1
google.golang.org/protobuf	v1.36.11
google.golang.org/protobuf	v1.36.12-0.20260120151049-f2248ac996af
gopkg.in/ini.v1	v1.67.3
gopkg.in/yaml.v3	v3.0.1
gotest.tools/v3	v3.5.2
software.sslmate.com/src/go-pkcs12	v0.7.3
tags.cncf.io/container-device-interface	v1.1.0
