bitbucket.org/creachadair/shell	v0.0.8
cloud.google.com/go/firestore	v1.22.0
cloud.google.com/go/functions	v1.24.0
cloud.google.com/go/gkebackup	v1.13.0
cloud.google.com/go/gkeconnect	v1.0.0
cloud.google.com/go/gkehub	v0.21.0
cloud.google.com/go/gkemulticloud	v1.11.0
cloud.google.com/go/gsuiteaddons	v1.12.0
cloud.google.com/go/iam	v1.11.0
cloud.google.com/go/iap	v1.17.0
cloud.google.com/go/ids	v1.10.0
cloud.google.com/go/iot	v1.13.0
cloud.google.com/go/kms	v1.31.0
cloud.google.com/go/language	v1.18.0
cloud.google.com/go/lifesciences	v0.15.0
cloud.google.com/go/logging	v1.18.0
cloud.google.com/go/longrunning	v1.0.0
cloud.google.com/go/managedidentities	v1.12.0
cloud.google.com/go/maps	v1.35.0
cloud.google.com/go/mediatranslation	v0.13.0
cloud.google.com/go/memcache	v1.16.0
cloud.google.com/go/metastore	v1.19.0
cloud.google.com/go/monitoring	v1.29.0
cloud.google.com/go/networkconnectivity	v1.26.0
cloud.google.com/go/networkmanagement	v1.28.0
cloud.google.com/go/networksecurity	v0.16.0
cloud.google.com/go/notebooks	v1.17.0
cloud.google.com/go/optimization	v1.11.0
cloud.google.com/go/orchestration	v1.16.0
cloud.google.com/go/orgpolicy	v1.20.0
cloud.google.com/go/osconfig	v1.21.0
cloud.google.com/go/oslogin	v1.18.0
cloud.google.com/go/phishingprotection	v0.13.0
cloud.google.com/go/policytroubleshooter	v1.15.0
cloud.google.com/go/privatecatalog	v0.15.0
cloud.google.com/go/profiler	v0.6.0
cloud.google.com/go/pubsub	v1.50.2
cloud.google.com/go/pubsub/v2	v2.6.0
cloud.google.com/go/pubsublite	v1.8.2
cloud.google.com/go/recaptchaenterprise/v2	v2.26.0
cloud.google.com/go/recommendationengine	v0.14.0
cloud.google.com/go/recommender	v1.18.0
cloud.google.com/go/redis	v1.23.0
cloud.google.com/go/resourcemanager	v1.15.0
cloud.google.com/go/resourcesettings	v1.8.3
cloud.google.com/go/retail	v1.31.0
cloud.google.com/go/run	v1.21.0
cloud.google.com/go/scheduler	v1.16.0
cloud.google.com/go/secretmanager	v1.20.0
cloud.google.com/go/security	v1.25.0
cloud.google.com/go/securitycenter	v1.44.0
cloud.google.com/go/servicedirectory	v1.17.0
cloud.google.com/go/shell	v1.12.0
cloud.google.com/go/spanner	v1.91.0
cloud.google.com/go/speech	v1.35.0
cloud.google.com/go/storage	v1.62.2
cloud.google.com/go/storagetransfer	v1.18.0
cloud.google.com/go/talent	v1.13.0
cloud.google.com/go/texttospeech	v1.21.0
cloud.google.com/go/tpu	v1.13.0
cloud.google.com/go/trace	v1.16.0
cloud.google.com/go/translate	v1.17.0
cloud.google.com/go/video	v1.32.0
cloud.google.com/go/videointelligence	v1.16.0
cloud.google.com/go/vision/v2	v2.14.0
cloud.google.com/go/vmmigration	v1.15.0
cloud.google.com/go/vmwareengine	v1.8.0
cloud.google.com/go/vpcaccess	v1.13.0
cloud.google.com/go/webrisk	v1.16.0
cloud.google.com/go/websecurityscanner	v1.12.0
cloud.google.com/go/workflows	v1.19.0
code.cloudfoundry.org/clock	v1.60.0
contrib.go.opencensus.io/exporter/stackdriver	v0.13.14
cyphar.com/go-pathrs	v0.2.1
dario.cat/mergo	v1.0.2
filippo.io/edwards25519	v1.2.0
filippo.io/mldsa	v0.0.0-20260215214346-43d0283efc3e
github.com/AdaLogics/go-fuzz-headers	v0.0.0-20240806141605-e8a1dd7889d6
github.com/AdamKorcz/go-118-fuzz-build	v0.0.0-20231105174938-2b5cbb29f3e2
github.com/AdamKorcz/go-fuzz-headers-1	v0.0.0-20230919221257-8b5d3ce2d11d
github.com/Azure/azure-sdk-for-go/sdk/azcore	v1.21.1
github.com/Azure/azure-sdk-for-go/sdk/azidentity	v1.13.1
github.com/Azure/azure-sdk-for-go/sdk/internal	v1.12.0
github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/storage/armstorage	v1.6.0
github.com/Azure/azure-sdk-for-go/sdk/security/keyvault/azkeys	v1.5.0
github.com/Azure/azure-sdk-for-go/sdk/security/keyvault/internal	v1.2.0
github.com/Azure/azure-sdk-for-go/sdk/storage/azblob	v1.5.0
github.com/Azure/go-ansiterm	v0.0.0-20250102033503-faa5f7b0171c
github.com/AzureAD/microsoft-authentication-library-for-go	v1.7.0
github.com/BurntSushi/toml	v0.3.1
github.com/DATA-DOG/go-sqlmock	v1.5.2
github.com/DataDog/datadog-go	v3.2.0+incompatible
github.com/DataDog/zstd	v1.5.2
github.com/GoogleCloudPlatform/grpc-gcp-go/grpcgcp	v1.6.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/detectors/gcp	v1.31.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/exporter/metric	v0.55.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/internal/resourcemapping	v0.55.0
github.com/Graylog2/go-gelf	v0.0.0-20191017102106-1550ee647df0
github.com/KarpelesLab/reflink	v1.0.1
github.com/Masterminds/goutils	v1.1.1
github.com/Masterminds/semver	v1.5.0
github.com/Masterminds/semver/v3	v3.5.0
github.com/Masterminds/sprig	v2.22.0+incompatible
github.com/Masterminds/sprig/v3	v3.2.1
github.com/Microsoft/cosesign1go	v1.4.0
github.com/Microsoft/didx509go	v0.0.3
github.com/Microsoft/go-winio	v0.6.3-0.20251027160822-ad3df93bed29
github.com/Microsoft/hcsshim	v0.15.0-rc.1
github.com/OneOfOne/xxhash	v1.2.8
github.com/ProtonMail/go-crypto	v1.3.0
github.com/RackSec/srslog	v0.0.0-20180709174129-a4725f04ec91
github.com/Sereal/Sereal/Go/sereal	v0.0.0-20231009093132-b9187f1a92c6
github.com/StackExchange/wmi	v0.0.0-20190523213315-cbe66965904d
github.com/VividCortex/ewma	v1.2.0
github.com/aclements/go-moremath	v0.0.0-20210112150236-f10218a38794
github.com/agext/levenshtein	v1.2.3
github.com/agnivade/levenshtein	v1.2.0
github.com/akavel/rsrc	v0.10.2
github.com/alecthomas/kingpin/v2	v2.4.0
github.com/alecthomas/template	v0.0.0-20190718012654-fb15b899a751
github.com/alecthomas/units	v0.0.0-20240927000941-0f3dac36c52b
github.com/alessio/shellescape	v1.4.1
github.com/alexflint/go-filemutex	v1.3.0
github.com/aliyun/aliyun-oss-go-sdk	v3.0.2+incompatible
github.com/anchore/go-struct-converter	v0.1.0
github.com/antihax/optional	v1.0.0
github.com/apparentlymart/go-cidr	v1.1.1
github.com/armon/circbuf	v0.0.0-20190214190532-5111143e8da2
github.com/armon/go-metrics	v0.4.1
github.com/armon/go-radix	v1.0.0
github.com/asaskevich/govalidator	v0.0.0-20230301143203-a9d515a09cc2
github.com/aws/aws-sdk-go	v1.55.5
github.com/aws/aws-sdk-go-v2	v1.42.0
github.com/aws/aws-sdk-go-v2/aws/protocol/eventstream	v1.7.13
github.com/aws/aws-sdk-go-v2/config	v1.32.25
github.com/aws/aws-sdk-go-v2/credentials	v1.19.24
github.com/aws/aws-sdk-go-v2/feature/ec2/imds	v1.18.29
github.com/aws/aws-sdk-go-v2/feature/s3/manager	v1.20.12
github.com/aws/aws-sdk-go-v2/feature/s3/transfermanager	v0.2.9
github.com/aws/aws-sdk-go-v2/internal/configsources	v1.4.29
github.com/aws/aws-sdk-go-v2/internal/endpoints/v2	v2.7.29
github.com/aws/aws-sdk-go-v2/internal/ini	v1.8.6
github.com/aws/aws-sdk-go-v2/internal/v4a	v1.4.30
github.com/aws/aws-sdk-go-v2/service/cloudwatchlogs	v1.76.0
github.com/aws/aws-sdk-go-v2/service/internal/accept-encoding	v1.13.12
github.com/aws/aws-sdk-go-v2/service/internal/checksum	v1.9.22
github.com/aws/aws-sdk-go-v2/service/internal/presigned-url	v1.13.29
github.com/aws/aws-sdk-go-v2/service/internal/s3shared	v1.19.29
github.com/aws/aws-sdk-go-v2/service/kms	v1.52.0
github.com/aws/aws-sdk-go-v2/service/s3	v1.103.3
github.com/aws/aws-sdk-go-v2/service/signin	v1.2.0
github.com/aws/aws-sdk-go-v2/service/sso	v1.31.3
github.com/aws/aws-sdk-go-v2/service/ssooidc	v1.36.6
github.com/aws/aws-sdk-go-v2/service/sts	v1.43.3
github.com/aws/smithy-go	v1.27.2
github.com/beevik/ntp	v1.5.0
github.com/beorn7/perks	v1.0.1
github.com/bgentry/speakeasy	v0.2.0
github.com/bits-and-blooms/bitset	v1.13.0
github.com/blang/semver	v3.5.1+incompatible
github.com/blang/semver/v4	v4.0.0
github.com/bmatcuk/doublestar/v4	v4.0.2
github.com/bradfitz/gomemcache	v0.0.0-20170208213004-1952afaa557d
github.com/brianvoe/gofakeit/v7	v7.12.1
github.com/bufbuild/protocompile	v0.14.1
github.com/buger/jsonparser	v1.1.1
github.com/bwesterb/go-ristretto	v1.2.3
github.com/cavaliercoder/badio	v0.0.0-20160213150051-ce5280129e9e
github.com/cavaliercoder/go-rpm	v0.0.0-20200122174316-8cb9fd9c31a8
github.com/cavaliergopher/cpio	v1.0.1
github.com/cenkalti/backoff/v4	v4.3.0
github.com/cenkalti/backoff/v5	v5.0.3
github.com/census-instrumentation/opencensus-proto	v0.4.1
github.com/cespare/xxhash/v2	v2.3.0
github.com/chainguard-dev/clog	v1.8.0
github.com/checkpoint-restore/checkpointctl	v1.5.0
github.com/checkpoint-restore/go-criu/v6	v6.3.0
github.com/checkpoint-restore/go-criu/v7	v7.2.0
github.com/cheggaaa/pb/v3	v3.1.6
github.com/cilium/ebpf	v0.17.3
github.com/circonus-labs/circonus-gometrics	v2.3.1+incompatible
github.com/circonus-labs/circonusllhist	v0.1.3
github.com/client9/misspell	v0.3.4
github.com/cloudflare/backoff	v0.0.0-20161212185259-647f3cdfc87a
github.com/cloudflare/cfssl	v1.6.5
github.com/cloudflare/circl	v1.6.3
github.com/cloudflare/redoctober	v0.0.0-20211013234631-6a74ccc611f6
github.com/cncf/udpa/go	v0.0.0-20191209042840-269d4d468f6f
github.com/cncf/xds/go	v0.0.0-20260202195803-dba9d589def2
github.com/cockroachdb/datadriven	v1.0.2
github.com/codahale/rfc6979	v0.0.0-20141003034818-6a90f24967eb
github.com/common-nighthawk/go-figure	v0.0.0-20210622060536-734e95fb86be
github.com/container-storage-interface/spec	v1.5.0
github.com/containerd/accelerated-container-image	v1.3.0
github.com/containerd/btrfs/v2	v2.0.0
github.com/containerd/cgroups/v3	v3.1.3
github.com/containerd/console	v1.0.5
github.com/containerd/containerd/api	v1.11.1
github.com/containerd/containerd/v2	v2.3.3
github.com/containerd/continuity	v0.5.0
github.com/containerd/errdefs	v1.0.0
github.com/containerd/errdefs/pkg	v0.3.0
github.com/containerd/fifo	v1.1.0
github.com/containerd/fuse-overlayfs-snapshotter/v2	v2.1.7
github.com/containerd/go-cni	v1.1.13
github.com/containerd/go-dmverity	v0.1.0
github.com/containerd/go-runc	v1.1.0
github.com/containerd/imgcrypt/v2	v2.0.2
github.com/containerd/log	v0.1.0
github.com/containerd/nri	v0.12.0
github.com/containerd/nydus-snapshotter	v0.15.15
github.com/containerd/otelttrpc	v0.1.0
github.com/containerd/platforms	v1.0.0-rc.4
github.com/containerd/plugin	v1.1.0
github.com/containerd/protobuild	v0.3.0
github.com/containerd/stargz-snapshotter	v0.18.2
github.com/containerd/stargz-snapshotter/estargz	v0.18.2
github.com/containerd/ttrpc	v1.2.9
github.com/containerd/typeurl/v2	v2.3.0
github.com/containerd/zfs/v2	v2.0.0
github.com/containernetworking/cni	v1.3.0
github.com/containernetworking/plugins	v1.9.1
github.com/containers/gvisor-tap-vsock	v0.8.9
github.com/containers/ocicrypt	v1.2.1
github.com/coreos/go-iptables	v0.8.0
github.com/coreos/go-oidc/v3	v3.17.0
github.com/coreos/go-semver	v0.3.1
github.com/coreos/go-systemd/v22	v22.7.0
github.com/cpuguy83/go-md2man/v2	v2.0.7
github.com/cpuguy83/tar2go	v0.3.1
github.com/creack/pty	v1.1.24
github.com/cyberphone/json-canonicalization	v0.0.0-20241213102144-19d51d7fe467
github.com/cyphar/filepath-securejoin	v0.6.0
github.com/danieljoos/wincred	v1.2.0
github.com/data-accelerator/zdfs	v0.1.5
github.com/davecgh/go-spew	v1.1.2-0.20180830191138-d8f796af33cc
github.com/davecgh/go-xdr	v0.0.0-20161123171359-e6a2ba005892
github.com/decred/dcrd/dcrec/secp256k1/v4	v4.2.0
github.com/dgraph-io/badger/v4	v4.9.1
github.com/dgraph-io/ristretto/v2	v2.2.0
github.com/dgryski/go-rendezvous	v0.0.0-20200823014737-9f7001d12a5f
github.com/digitorus/pkcs7	v0.0.0-20230818184609-3a137a874352
github.com/digitorus/timestamp	v0.0.0-20231217203849-220c5c2851b7
github.com/dimchansky/utfbom	v1.1.1
github.com/distribution/reference	v0.6.0
github.com/docker/cli	v29.5.3+incompatible
github.com/docker/distribution	v2.8.3+incompatible
github.com/docker/docker-credential-helpers	v0.9.8
github.com/docker/go-connections	v0.7.0
github.com/docker/go-events	v0.0.0-20260608200158-dbf6103125a4
github.com/docker/go-metrics	v0.0.1
github.com/docker/go-units	v0.5.0
github.com/docker/libtrust	v0.0.0-20150526203908-9cbd2a1374f4
github.com/dustin/go-humanize	v1.0.1
github.com/emicklei/go-restful/v3	v3.13.0
github.com/envoyproxy/go-control-plane	v0.14.0
github.com/envoyproxy/go-control-plane/envoy	v1.37.0
github.com/envoyproxy/go-control-plane/ratelimit	v0.1.0
github.com/envoyproxy/protoc-gen-validate	v1.3.3
github.com/erofs/go-erofs	v0.3.0
github.com/fatih/color	v1.18.0
github.com/felixge/fgprof	v0.9.3
github.com/felixge/httpsnoop	v1.0.4
github.com/fernet/fernet-go	v0.0.0-20240119011108-303da6aec611
github.com/fluent/fluent-logger-golang	v1.10.1
github.com/freddierice/go-losetup	v0.0.0-20220711213114-2a14873012db
github.com/fsnotify/fsnotify	v1.9.0
github.com/fullstorydev/grpcurl	v1.9.3
github.com/fxamacker/cbor/v2	v2.9.0
github.com/gabriel-vasile/mimetype	v1.4.13
github.com/garyburd/redigo	v1.1.1-0.20170914051019-70e1b1943d4f
github.com/getsentry/sentry-go	v0.11.0
github.com/go-chi/chi/v5	v5.3.0
github.com/go-ini/ini	v1.67.0
github.com/go-jose/go-jose/v4	v4.1.4
github.com/go-kit/kit	v0.9.0
github.com/go-kit/log	v0.1.0
github.com/go-logfmt/logfmt	v0.5.0
github.com/go-logr/logr	v1.4.3
github.com/go-logr/stdr	v1.2.2
github.com/go-ole/go-ole	v1.2.6
github.com/go-openapi/analysis	v0.25.2
github.com/go-openapi/errors	v0.22.7
github.com/go-openapi/jsonpointer	v0.23.1
github.com/go-openapi/jsonreference	v0.21.6
github.com/go-openapi/loads	v0.23.3
github.com/go-openapi/runtime	v0.32.3
github.com/go-openapi/runtime/server-middleware	v0.30.0
github.com/go-openapi/spec	v0.22.5
github.com/go-openapi/strfmt	v0.26.3
github.com/go-openapi/swag	v0.26.0
github.com/go-openapi/swag/cmdutils	v0.26.0
github.com/go-openapi/swag/conv	v0.26.0
github.com/go-openapi/swag/fileutils	v0.26.0
github.com/go-openapi/swag/jsonname	v0.26.0
github.com/go-openapi/swag/jsonutils	v0.26.0
github.com/go-openapi/swag/jsonutils/fixtures_test	v0.26.0
github.com/go-openapi/swag/loading	v0.26.0
github.com/go-openapi/swag/mangling	v0.26.0
github.com/go-openapi/swag/netutils	v0.26.0
github.com/go-openapi/swag/stringutils	v0.26.0
github.com/go-openapi/swag/typeutils	v0.26.0
github.com/go-openapi/swag/yamlutils	v0.26.0
github.com/go-openapi/testify/enable/yaml/v2	v2.5.1
github.com/go-openapi/testify/v2	v2.5.1
github.com/go-openapi/validate	v0.25.3
github.com/go-playground/locales	v0.14.1
github.com/go-playground/universal-translator	v0.18.1
github.com/go-playground/validator/v10	v10.30.3
github.com/go-quicktest/qt	v1.101.0
github.com/go-redis/redismock/v9	v9.2.0
github.com/go-rod/rod	v0.116.2
github.com/go-sql-driver/mysql	v1.9.3
github.com/go-stack/stack	v1.8.0
github.com/go-task/slim-sprig/v3	v3.0.0
github.com/go-test/deep	v1.1.1
github.com/go-viper/mapstructure/v2	v2.5.0
github.com/gobwas/glob	v0.2.3
github.com/goccy/go-json	v0.10.2
github.com/godbus/dbus/v5	v5.2.2
github.com/gofrs/flock	v0.13.0
github.com/gogo/protobuf	v1.3.2
github.com/golang-jwt/jwt/v5	v5.3.1
github.com/golang/gddo	v0.0.0-20210115222349-20d68f94ee1f
github.com/golang/glog	v1.2.5
github.com/golang/groupcache	v0.0.0-20241129210726-2c02b8208cf8
github.com/golang/lint	v0.0.0-20170918230701-e5d664eb928e
github.com/golang/mock	v1.7.0-rc.1
github.com/golang/protobuf	v1.5.4
github.com/golang/snappy	v0.0.4
github.com/google/addlicense	v1.1.1
github.com/google/btree	v1.1.3
github.com/google/certificate-transparency-go	v1.3.3
github.com/google/certtostore	v1.0.6
github.com/google/deck	v0.0.0-20230104221208-105ad94aa8ae
github.com/google/flatbuffers	v25.2.10+incompatible
github.com/google/gnostic-models	v0.6.8
github.com/google/go-cmp	v0.7.0
github.com/google/go-containerregistry	v0.21.6
github.com/google/go-github	v17.0.0+incompatible
github.com/google/go-pkcs11	v0.3.0
github.com/google/go-querystring	v1.0.0
github.com/google/gofuzz	v1.2.0
github.com/google/gopacket	v1.1.19
github.com/google/martian/v3	v3.3.3
github.com/google/pprof	v0.0.0-20260402051712-545e8a4df936
github.com/google/rpmpack	v0.7.1
github.com/google/s2a-go	v0.1.9
github.com/google/shlex	v0.0.0-20191202100458-e7afc7fbc510
github.com/google/trillian	v1.7.3
github.com/google/uuid	v1.6.0
github.com/google/wire	v0.7.0
github.com/googleapis/enterprise-certificate-proxy	v0.3.15
github.com/googleapis/gax-go	v2.0.0+incompatible
github.com/googleapis/gax-go/v2	v2.22.0
github.com/gorilla/mux	v1.8.1
github.com/gorilla/websocket	v1.5.4-0.20250319132907-e064f32e3674
github.com/gregjones/httpcache	v0.0.0-20170920190843-316c5e0ff04e
github.com/grpc-ecosystem/go-grpc-middleware	v1.4.0
github.com/grpc-ecosystem/go-grpc-middleware/providers/prometheus	v1.1.0
github.com/grpc-ecosystem/go-grpc-middleware/v2	v2.3.3
github.com/grpc-ecosystem/go-grpc-prometheus	v1.2.0
github.com/grpc-ecosystem/grpc-gateway/v2	v2.29.0
github.com/hanwen/go-fuse/v2	v2.9.0
github.com/hashicorp/errwrap	v1.1.0
github.com/hashicorp/go-cleanhttp	v0.5.2
github.com/hashicorp/go-immutable-radix	v1.3.1
github.com/hashicorp/go-immutable-radix/v2	v2.1.0
github.com/hashicorp/go-memdb	v1.3.5
github.com/hashicorp/go-metrics	v0.5.4
github.com/hashicorp/go-msgpack/v2	v2.1.5
github.com/hashicorp/go-multierror	v1.1.1
github.com/hashicorp/go-retryablehttp	v0.7.8
github.com/hashicorp/go-rootcerts	v1.0.2
github.com/hashicorp/go-secure-stdlib/parseutil	v0.2.0
github.com/hashicorp/go-secure-stdlib/strutil	v0.1.2
github.com/hashicorp/go-sockaddr	v1.0.7
github.com/hashicorp/go-syslog	v1.0.0
github.com/hashicorp/go-uuid	v1.0.3
github.com/hashicorp/golang-lru	v1.0.2
github.com/hashicorp/golang-lru/v2	v2.0.7
github.com/hashicorp/hcl	v1.0.1-vault-7
github.com/hashicorp/logutils	v1.0.0
github.com/hashicorp/mdns	v1.0.5
github.com/hashicorp/memberlist	v0.5.4
github.com/hashicorp/serf	v0.10.2
github.com/hashicorp/vault/api	v1.22.0
github.com/hiddeco/sshsig	v0.2.0
github.com/howeyc/gopass	v0.0.0-20210920133722-c8aef6fb66ef
github.com/huandu/xstrings	v1.3.2
github.com/imdario/mergo	v0.3.16
github.com/in-toto/attestation	v1.2.0
github.com/in-toto/in-toto-golang	v0.11.0
github.com/inconshreveable/log15	v0.0.0-20170622235902-74a0988b5f80
github.com/inconshreveable/mousetrap	v1.1.0
github.com/inetaf/tcpproxy	v0.0.0-20250222171855-c4b9df066048
github.com/insomniacslk/dhcp	v0.0.0-20250919081422-f80a1952f48e
github.com/intel/goresctrl	v0.12.0
github.com/ishidawataru/sctp	v0.0.0-20251114114122-19ddcbc6aae2
github.com/jackc/pgpassfile	v1.0.0
github.com/jackc/pgservicefile	v0.0.0-20240606120523-5a60cdf6a761
github.com/jackc/pgx/v5	v5.8.0
github.com/jackc/puddle/v2	v2.2.2
github.com/jedisct1/go-minisign	v0.0.0-20211028175153-1c139d1cc84b
github.com/jellydator/ttlcache/v3	v3.4.0
github.com/jessevdk/go-flags	v1.6.1
github.com/jhump/protoreflect	v1.17.0
github.com/jmespath/go-jmespath	v0.4.1-0.20220621161143-b0104c826a24
github.com/jmhodges/clock	v1.2.0
github.com/jmoiron/sqlx	v1.4.0
github.com/jonboulle/clockwork	v0.5.0
github.com/josephspurrier/goversioninfo	v1.5.0
github.com/josharian/intern	v1.0.0
github.com/josharian/native	v1.1.0
github.com/jpillora/backoff	v1.0.0
github.com/jsimonetti/rtnetlink/v2	v2.0.1
github.com/json-iterator/go	v1.1.12
github.com/jstemmer/go-junit-report/v2	v2.1.0
github.com/julienschmidt/httprouter	v1.3.0
github.com/kisielk/errcheck	v1.5.0
github.com/kisielk/gotool	v1.0.0
github.com/kisielk/sqlstruct	v0.0.0-20201105191214-5f3e10d3ab46
github.com/klauspost/compress	v1.18.6
github.com/klauspost/pgzip	v1.2.6
github.com/knqyf263/go-plugin	v0.9.0
github.com/konsorten/go-windows-terminal-sequences	v1.0.3
github.com/kr/logfmt	v0.0.0-20140226030751-b84e30acd515
github.com/kr/pretty	v0.3.1
github.com/kr/pty	v1.1.1
github.com/kr/text	v0.2.0
github.com/kylelemons/go-gypsy	v1.0.0
github.com/kylelemons/godebug	v1.1.0
github.com/leodido/go-urn	v1.4.0
github.com/lestrrat-go/backoff/v2	v2.0.8
github.com/lestrrat-go/blackmagic	v1.0.2
github.com/lestrrat-go/httpcc	v1.0.1
github.com/lestrrat-go/iter	v1.0.2
github.com/lestrrat-go/jwx	v1.2.29
github.com/lestrrat-go/option	v1.0.1
github.com/letsencrypt/boulder	v0.20260309.0
github.com/letsencrypt/pkcs11key/v4	v4.0.0
github.com/lib/pq	v1.10.9
github.com/linuxkit/virtsock	v0.0.0-20241009230534-cb6a20cc0422
github.com/magefile/mage	v1.14.0
github.com/magiconair/properties	v1.7.4-0.20170902060319-8d7837e64d3c
github.com/mailru/easyjson	v0.7.7
github.com/mattn/go-colorable	v0.1.14
github.com/mattn/go-isatty	v0.0.20
github.com/mattn/go-runewidth	v0.0.16
github.com/mattn/go-shellwords	v1.0.12
github.com/mattn/go-sqlite3	v1.14.24
github.com/matttproud/golang_protobuf_extensions	v1.0.1
github.com/mdlayher/netlink	v1.7.2
github.com/mdlayher/packet	v1.1.2
github.com/mdlayher/socket	v0.5.1
github.com/mdlayher/vsock	v1.2.1
github.com/miekg/dns	v1.1.72
github.com/miekg/pkcs11	v1.1.1
github.com/mistifyio/go-zfs/v3	v3.0.1
github.com/mistifyio/go-zfs/v4	v4.0.0
github.com/mitchellh/cli	v1.1.5
github.com/mitchellh/copystructure	v1.2.0
github.com/mitchellh/go-homedir	v1.1.0
github.com/mitchellh/go-wordwrap	v1.0.1
github.com/mitchellh/hashstructure/v2	v2.0.2
github.com/mitchellh/mapstructure	v1.5.0
github.com/mitchellh/reflectwalk	v1.0.2
github.com/mndrix/tap-go	v0.0.0-20171203230836-629fa407e90b
github.com/moby/buildkit	v0.31.2
github.com/moby/docker-image-spec	v1.3.1
github.com/moby/go-archive	v0.2.0
github.com/moby/ipvs	v1.1.0
github.com/moby/locker	v1.0.1
github.com/moby/moby/api	v1.55.0
github.com/moby/moby/client	v0.5.0
github.com/moby/patternmatcher	v0.6.1
github.com/moby/policy-helpers	v0.0.0-20260612073044-d5411a945cfc
github.com/moby/profiles/apparmor	v0.2.1
github.com/moby/profiles/seccomp	v0.2.3
github.com/moby/pubsub	v1.0.0
github.com/moby/spdystream	v0.5.1
github.com/moby/swarmkit/v2	v2.1.3-0.20260609123145-f80b112cff7d
github.com/moby/sys/atomicwriter	v0.1.0
github.com/moby/sys/capability	v0.4.0
github.com/moby/sys/mount	v0.3.5
github.com/moby/sys/mountinfo	v0.7.2
github.com/moby/sys/reexec	v0.1.0
github.com/moby/sys/sequential	v0.7.0
github.com/moby/sys/signal	v0.7.1
github.com/moby/sys/symlink	v0.3.0
github.com/moby/sys/user	v0.4.1
github.com/moby/sys/userns	v0.1.0
github.com/moby/term	v0.5.2
github.com/moby/vpnkit	v0.6.0
github.com/modern-go/concurrent	v0.0.0-20180306012644-bacd9c7ef1dd
github.com/modern-go/reflect2	v1.0.3-0.20250322232337-35a7c28c31ee
github.com/mohae/deepcopy	v0.0.0-20170929034955-c48cc78d4826
github.com/morikuni/aec	v1.1.0
github.com/mreiferson/go-httpclient	v0.0.0-20201222173833-5e475fde3a4d
github.com/mrunalp/fileutils	v0.5.1
github.com/munnerz/goautoneg	v0.0.0-20191010083416-a7dc8b61c822
github.com/mwitkow/go-conntrack	v0.0.0-20190716064945-2f068394615f
github.com/mwitkow/go-proto-validators	v0.2.0
github.com/natefinch/atomic	v1.0.1
github.com/networkplumbing/go-nft	v0.4.0
github.com/nxadm/tail	v1.4.11
