dario.cat/mergo	v1.0.2
github.com/pkg/term	v1.2.0-beta.2
github.com/planetscale/vtprotobuf	v0.6.1-0.20240319094008-0393e58bdf10
github.com/pmezard/go-difflib	v1.0.1-0.20181226105442-5d4384ee4fb2
github.com/prometheus/client_golang	v1.23.2
github.com/prometheus/client_model	v0.6.2
github.com/prometheus/common	v0.67.5
github.com/prometheus/procfs	v0.20.1
github.com/rivo/tview	v0.42.0
github.com/rivo/uniseg	v0.4.7
github.com/sabhiram/go-gitignore	v0.0.0-20210923224102-525f6e181f06
github.com/scaleway/scaleway-sdk-go	v1.0.0-beta.36.0.20260716143817-1c7c013cb7dd
github.com/secure-systems-lab/go-securesystemslib	v0.11.0
github.com/segmentio/asm	v1.1.3
github.com/segmentio/encoding	v0.5.4
github.com/sergi/go-diff	v1.3.2-0.20230802210424-5b0b94c5c0d3
github.com/shibumi/go-pathspec	v1.3.0
github.com/sirupsen/logrus	v1.9.4
github.com/skeema/knownhosts	v1.3.1
github.com/skratchdot/open-golang	v0.0.0-20200116055534-eef842397966
github.com/spf13/cobra	v1.10.2
github.com/spf13/pflag	v1.0.10
github.com/stretchr/testify	v1.11.1
github.com/tonistiigi/fsutil	v0.0.0-20260716115106-30cd4fc5d911
github.com/tonistiigi/go-csvvalue	v0.0.0-20240814133006-030d3b2625d0
github.com/tonistiigi/units	v0.0.0-20180711220420-6950e57a87ea
github.com/tonistiigi/vt100	v0.0.0-20240514184818-90bafcd6abab
github.com/xanzy/ssh-agent	v0.3.3
github.com/xo/terminfo	v0.0.0-20220910002029-abceb7e1c41e
github.com/yosida95/uritemplate/v3	v3.0.2
go.opentelemetry.io/auto/sdk	v1.2.1
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	v0.69.0
go.opentelemetry.io/contrib/instrumentation/net/http/httptrace/otelhttptrace	v0.69.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp	v0.69.0
go.opentelemetry.io/otel	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace	v1.44.0
go.opentelemetry.io/otel/metric	v1.44.0
go.opentelemetry.io/otel/sdk	v1.44.0
go.opentelemetry.io/otel/trace	v1.44.0
go.opentelemetry.io/proto/otlp	v1.10.0
go.yaml.in/yaml/v2	v2.4.4
go.yaml.in/yaml/v4	v4.0.0-rc.6
golang.org/x/crypto	v0.54.0
golang.org/x/mod	v0.38.0
golang.org/x/net	v0.56.0
golang.org/x/oauth2	v0.36.0
golang.org/x/sync	v0.22.0
golang.org/x/sys	v0.47.0
golang.org/x/term	v0.45.0
golang.org/x/text	v0.40.0
golang.org/x/time	v0.15.0
google.golang.org/genproto/googleapis/api	v0.0.0-20260526163538-3dc84a4a5aaa
google.golang.org/genproto/googleapis/rpc	v0.0.0-20260526163538-3dc84a4a5aaa
google.golang.org/grpc	v1.81.1
google.golang.org/protobuf	v1.36.11
gopkg.in/dnaeon/go-vcr.v4	v4.0.7
gopkg.in/warnings.v0	v0.1.2
gopkg.in/yaml.v2	v2.4.0
gopkg.in/yaml.v3	v3.0.1
