cloud.google.com/go/auth	v0.16.4
github.com/shopspring/decimal	v1.4.0
github.com/sourcegraph/conc	v0.3.1-0.20240121214520-5f936abd7ae8
github.com/spf13/afero	v1.14.0
github.com/spf13/cast	v1.9.2
github.com/spf13/cobra	v1.9.1
github.com/spf13/pflag	v1.0.7
github.com/spf13/viper	v1.20.1
github.com/stretchr/objx	v0.5.2
github.com/stretchr/testify	v1.10.0
github.com/subosito/gotenv	v1.6.0
github.com/timewasted/go-accept-headers	v0.0.0-20130320203746-c78f304b1b09
github.com/valyala/bytebufferpool	v1.0.0
github.com/valyala/fasttemplate	v1.2.2
go.mongodb.org/mongo-driver	v1.17.4
go.opentelemetry.io/auto/sdk	v1.1.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp	v0.62.0
go.opentelemetry.io/otel	v1.37.0
go.opentelemetry.io/otel/metric	v1.37.0
go.opentelemetry.io/otel/trace	v1.37.0
golang.org/x/crypto	v0.41.0
golang.org/x/exp	v0.0.0-20250305212735-054e65f0b394
golang.org/x/mod	v0.26.0
golang.org/x/net	v0.43.0
golang.org/x/oauth2	v0.30.0
golang.org/x/sync	v0.16.0
golang.org/x/sys	v0.35.0
golang.org/x/text	v0.28.0
golang.org/x/time	v0.12.0
golang.org/x/tools	v0.35.0
golang.org/x/xerrors	v0.0.0-20240903120638-7835f813f4da
google.golang.org/api	v0.247.0
google.golang.org/genproto/googleapis/rpc	v0.0.0-20250811230008-5f3141c8851a
google.golang.org/grpc	v1.74.2
google.golang.org/protobuf	v1.36.7
gopkg.in/yaml.v2	v2.4.0
gopkg.in/yaml.v3	v3.0.1
