atomicgo.dev/assert	v0.0.2
github.com/testcontainers/testcontainers-go/modules/azure	v0.43.0
github.com/testcontainers/testcontainers-go/modules/mongodb	v0.43.0
github.com/testcontainers/testcontainers-go/modules/mssql	v0.43.0
github.com/testcontainers/testcontainers-go/modules/postgres	v0.43.0
github.com/testcontainers/testcontainers-go/modules/redis	v0.43.0
github.com/thejerf/slogassert	v0.3.4
github.com/thomaspoignant/go-feature-flag/modules/core	v0.7.2
github.com/tidwall/gjson	v1.14.2
github.com/tidwall/match	v1.1.1
github.com/tidwall/pretty	v1.2.0
github.com/tidwall/sjson	v1.2.5
github.com/tinylib/msgp	v1.6.1
github.com/tklauser/go-sysconf	v0.3.16
github.com/tklauser/numcpus	v0.11.0
github.com/twitchyliquid64/golang-asm	v0.15.1
github.com/uber/jaeger-client-go	v2.30.0+incompatible
github.com/uber/jaeger-lib	v2.4.1+incompatible
github.com/ugorji/go	v1.1.7
github.com/ugorji/go/codec	v1.2.11
github.com/urfave/cli/v2	v2.25.1
github.com/urfave/negroni	v1.0.0
github.com/valyala/bytebufferpool	v1.0.0
github.com/valyala/fasthttp	v1.51.0
github.com/valyala/fasttemplate	v1.2.2
github.com/valyala/tcplisten	v1.0.0
github.com/vmihailenco/msgpack/v5	v5.4.1
github.com/vmihailenco/tagparser/v2	v2.0.0
github.com/x448/float16	v0.8.4
github.com/xdg-go/pbkdf2	v1.0.0
github.com/xdg-go/scram	v1.2.0
github.com/xdg-go/stringprep	v1.0.4
github.com/xhit/go-str2duration/v2	v2.1.0
github.com/xitongsys/parquet-go	v1.6.2
github.com/xitongsys/parquet-go-source	v0.0.0-20230830030807-0dd610dbff1d
github.com/xo/terminfo	v0.0.0-20220910002029-abceb7e1c41e
github.com/xrash/smetrics	v0.0.0-20201216005158-039620a65673
github.com/yosssi/ace	v0.0.5
github.com/youmark/pkcs8	v0.0.0-20240726163527-a2c0da244d78
github.com/yuin/goldmark	v1.4.13
github.com/yusufpapurcu/wmi	v1.2.4
github.com/zeebo/assert	v1.3.0
github.com/zeebo/errs	v1.4.0
github.com/zeebo/xxh3	v1.1.0
github.com/zenazn/goji	v0.9.0
go.einride.tech/aip	v0.83.0
go.mongodb.org/mongo-driver	v1.17.9
go.mongodb.org/mongo-driver/v2	v2.3.0
go.opencensus.io	v0.24.0
go.opentelemetry.io/auto/sdk	v1.2.1
go.opentelemetry.io/contrib/bridges/prometheus	v0.69.0
go.opentelemetry.io/contrib/detectors/gcp	v1.43.0
go.opentelemetry.io/contrib/exporters/autoexport	v0.69.0
go.opentelemetry.io/contrib/instrumentation/github.com/labstack/echo/otelecho	v0.69.0
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	v0.68.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp	v0.67.0
go.opentelemetry.io/contrib/propagators/b3	v1.44.0
go.opentelemetry.io/contrib/samplers/jaegerremote	v0.37.1
go.opentelemetry.io/otel	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlplog/otlploggrpc	v0.20.0
go.opentelemetry.io/otel/exporters/otlp/otlplog/otlploghttp	v0.20.0
go.opentelemetry.io/otel/exporters/otlp/otlpmetric/otlpmetricgrpc	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlpmetric/otlpmetrichttp	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracehttp	v1.44.0
go.opentelemetry.io/otel/exporters/prometheus	v0.66.0
go.opentelemetry.io/otel/exporters/stdout/stdoutlog	v0.20.0
go.opentelemetry.io/otel/exporters/stdout/stdoutmetric	v1.44.0
go.opentelemetry.io/otel/exporters/stdout/stdouttrace	v1.44.0
go.opentelemetry.io/otel/log	v0.20.0
go.opentelemetry.io/otel/metric	v1.44.0
go.opentelemetry.io/otel/metric/x	v0.66.0
go.opentelemetry.io/otel/sdk	v1.44.0
go.opentelemetry.io/otel/sdk/log	v0.20.0
go.opentelemetry.io/otel/sdk/log/logtest	v0.20.0
go.opentelemetry.io/otel/sdk/metric	v1.44.0
go.opentelemetry.io/otel/trace	v1.44.0
go.opentelemetry.io/proto/otlp	v1.10.0
go.uber.org/atomic	v1.11.0
go.uber.org/goleak	v1.3.0
go.uber.org/multierr	v1.11.0
go.uber.org/tools	v0.0.0-20190618225709-2cfd321de3ee
go.uber.org/zap	v1.28.0
go.yaml.in/yaml/v2	v2.4.4
go.yaml.in/yaml/v3	v3.0.4
go.yaml.in/yaml/v4	v4.0.0-rc.2
gocloud.dev	v0.26.0
golang.org/x/arch	v0.3.0
golang.org/x/crypto	v0.54.0
golang.org/x/exp	v0.0.0-20240719175910-8a7402abbf56
golang.org/x/image	v0.0.0-20190802002840-cff245a6509b
golang.org/x/lint	v0.0.0-20210508222113-6edffad5e616
golang.org/x/mobile	v0.0.0-20190719004257-d2bd2a29d028
golang.org/x/mod	v0.37.0
golang.org/x/net	v0.57.0
golang.org/x/oauth2	v0.36.0
golang.org/x/sync	v0.22.0
golang.org/x/sys	v0.47.0
golang.org/x/telemetry	v0.0.0-20260625142307-59b4966ccb57
golang.org/x/term	v0.45.0
golang.org/x/text	v0.40.0
golang.org/x/time	v0.15.0
golang.org/x/tools	v0.47.0
golang.org/x/tools/go/expect	v0.1.0-deprecated
golang.org/x/tools/go/packages/packagestest	v0.1.1-deprecated
golang.org/x/xerrors	v0.0.0-20240903120638-7835f813f4da
gonum.org/v1/gonum	v0.17.0
google.golang.org/api	v0.288.0
google.golang.org/appengine	v1.6.8
google.golang.org/genproto	v0.0.0-20260519071638-aa98bba5eb94
google.golang.org/genproto/googleapis/api	v0.0.0-20260630182238-925bb5da69e7
google.golang.org/genproto/googleapis/bytestream	v0.0.0-20260630182238-925bb5da69e7
google.golang.org/genproto/googleapis/rpc	v0.0.0-20260630182238-925bb5da69e7
google.golang.org/grpc	v1.82.0
google.golang.org/grpc/cmd/protoc-gen-go-grpc	v1.1.0
google.golang.org/grpc/examples	v0.0.0-20250407062114-b368379ef8f6
google.golang.org/protobuf	v1.36.12-0.20260120151049-f2248ac996af
gopkg.in/cenkalti/backoff.v1	v1.1.0
gopkg.in/check.v1	v1.0.0-20201130134442-10cb98267c6c
gopkg.in/errgo.v2	v2.1.0
gopkg.in/evanphx/json-patch.v4	v4.13.0
gopkg.in/inconshreveable/log15.v2	v2.0.0-20180818164646-67afb5ed74ec
gopkg.in/inf.v0	v0.9.1
gopkg.in/ini.v1	v1.67.0
gopkg.in/jcmturner/aescts.v1	v1.0.1
gopkg.in/jcmturner/dnsutils.v1	v1.0.1
gopkg.in/jcmturner/goidentity.v3	v3.0.0
gopkg.in/jcmturner/gokrb5.v7	v7.3.0
gopkg.in/jcmturner/rpc.v1	v1.1.0
gopkg.in/tomb.v1	v1.0.0-20141024135613-dd632973f1e7
gopkg.in/yaml.v2	v2.4.0
gopkg.in/yaml.v3	v3.0.1
gotest.tools/v3	v3.5.2
honnef.co/go/tools	v0.0.1-2020.1.4
k8s.io/api	v0.36.2
k8s.io/apimachinery	v0.36.2
k8s.io/client-go	v0.36.2
k8s.io/gengo/v2	v2.0.0-20250604051438-85fd79dbfd9f
k8s.io/klog/v2	v2.140.0
k8s.io/kube-openapi	v0.0.0-20260317180543-43fb72c5454a
k8s.io/streaming	v0.36.2
k8s.io/utils	v0.0.0-20260210185600-b8788abfbbc2
lukechampine.com/uint128	v1.3.0
modernc.org/cc/v3	v3.40.0
modernc.org/ccgo/v3	v3.16.13
modernc.org/libc	v1.22.4
modernc.org/mathutil	v1.5.0
modernc.org/memory	v1.5.0
modernc.org/opt	v0.1.3
modernc.org/sqlite	v1.21.2
modernc.org/strutil	v1.1.3
modernc.org/token	v1.1.0
nhooyr.io/websocket	v1.8.7
pgregory.net/rapid	v1.2.0
rsc.io/binaryregexp	v0.2.0
rsc.io/quote/v3	v3.1.0
rsc.io/sampler	v1.3.0
sigs.k8s.io/json	v0.0.0-20250730193827-2d320260d730
sigs.k8s.io/randfill	v1.0.0
sigs.k8s.io/structured-merge-diff/v6	v6.3.2
sigs.k8s.io/yaml	v1.6.0
software.sslmate.com/src/go-pkcs12	v0.7.0
