repo,tool,gt_imp_july,gt_imp_now,gt_impT_july,gt_impT_now,gt_all_july,gt_all_now,gt_counts_ok,july_n_all_raw,now_gt_all_tsv_lines,july_scores,now_main,now_main_empty,now_warm_cache,emptymain_source,verdict
Zxilly__go-size-analyzer,trivy,57,57,61,61,121,121,yes,122,121,64/0/57/57/7/0/61/3/0,64/0/57/57/7/0/61/3/0,,,no,match
Zxilly__go-size-analyzer,cdxgen,57,57,61,61,121,121,yes,122,121,64/0/57/57/7/0/61/3/0,64/0/57/57/7/0/61/3/0,,,no,match
Zxilly__go-size-analyzer,cyclonedx-gomod,57,57,61,61,121,121,yes,122,121,55/0/66/54/1/3/54/1/7,55/0/66/54/1/3/54/1/7,,,no,match
a-h__templ,syft,16,16,20,20,27,27,yes,28,27,24/129/3/16/137/0/20/133/0,24/129/3/16/137/0/20/133/0,,,no,match
a-h__templ,trivy,16,16,20,20,27,27,yes,28,27,23/110/4/16/117/0/20/113/0,23/110/4/16/117/0/20/113/0,,,no,match
a-h__templ,cdxgen,16,16,20,20,27,27,yes,28,27,NA,NA,,,no,match
a-h__templ,cyclonedx-gomod,16,16,20,20,27,27,yes,28,27,16/0/11/16/0/0/16/0/4,16/0/11/16/0/0/16/0/4,,,no,match
a8m__rql,syft,5,5,6,6,17,17,yes,18,17,12/0/5/5/7/0/6/6/0,12/0/5/5/7/0/6/6/0,,,no,match
a8m__rql,trivy,5,5,6,6,17,17,yes,18,17,17/0/0/5/12/0/6/11/0,17/0/0/5/12/0/6/11/0,,,no,match
a8m__rql,cdxgen,5,5,6,6,17,17,yes,18,17,5/0/12/5/0/0/5/0/1,5/0/12/5/0/0/5/0/1,,,no,match
a8m__rql,cyclonedx-gomod,5,5,6,6,17,17,yes,18,17,5/0/12/5/0/0/5/0/1,5/0/12/5/0/0/5/0/1,,,no,match
aafeher__go-sitemap-parser,syft,2,2,2,2,8,8,yes,9,8,2/0/6/2/0/0/2/0/0,2/0/6/2/0/0/2/0/0,,,no,match
aafeher__go-sitemap-parser,trivy,2,2,2,2,8,8,yes,9,8,2/0/6/2/0/0/2/0/0,2/0/6/2/0/0/2/0/0,,,no,match
aafeher__go-sitemap-parser,cdxgen,2,2,2,2,8,8,yes,9,8,2/0/6/2/0/0/2/0/0,2/0/6/2/0/0/2/0/0,,,no,match
aafeher__go-sitemap-parser,cyclonedx-gomod,2,2,2,2,8,8,yes,9,8,2/0/6/2/0/0/2/0/0,2/0/6/2/0/0/2/0/0,,,no,match
abahmed__kwatch,syft,57,57,59,59,90,90,yes,91,90,70/0/20/57/13/0/59/11/0,70/0/20/57/13/0/59/11/0,,,no,match
abahmed__kwatch,trivy,57,57,59,59,90,90,yes,91,90,61/0/29/57/4/0/59/2/0,61/0/29/57/4/0/59/2/0,,,no,match
abahmed__kwatch,cdxgen,57,57,59,59,90,90,yes,91,90,57/0/33/57/0/0/57/0/2,57/0/33/57/0/0/57/0/2,,,no,match
abahmed__kwatch,cyclonedx-gomod,57,57,59,59,90,90,yes,91,90,55/0/35/54/1/3/54/1/5,55/0/35/54/1/3/54/1/5,,,no,match
abemedia__go-don,syft,13,13,13,13,30,30,yes,31,30,22/31/8/13/40/0/13/40/0,22/31/8/13/40/0/13/40/0,,,no,match
abemedia__go-don,trivy,13,13,13,13,30,30,yes,31,30,17/26/13/13/30/0/13/30/0,17/26/13/13/30/0/13/30/0,,,no,match
abemedia__go-don,cdxgen,13,13,13,13,30,30,yes,31,30,13/0/17/13/0/0/13/0/0,13/0/17/13/0/0/13/0/0,,,no,match
abemedia__go-don,cyclonedx-gomod,13,13,13,13,30,30,yes,31,30,13/0/17/13/0/0/13/0/0,13/0/17/13/0/0/13/0/0,,,no,match
abhimanyu003__sttr,syft,42,42,42,42,64,64,yes,65,64,54/0/10/42/12/0/42/12/0,54/0/10/42/12/0/42/12/0,,,no,match
abhimanyu003__sttr,trivy,42,42,42,42,64,64,yes,65,64,46/0/18/42/4/0/42/4/0,46/0/18/42/4/0/42/4/0,,,no,match
abhimanyu003__sttr,cdxgen,42,42,42,42,64,64,yes,65,64,42/0/22/42/0/0/42/0/0,42/0/22/42/0/0/42/0/0,,,no,match
abhimanyu003__sttr,cyclonedx-gomod,42,42,42,42,64,64,yes,65,64,45/0/19/42/3/0/42/3/0,45/0/19/42/3/0/42/3/0,,,no,match
abice__go-enum,syft,23,23,29,29,49,49,yes,50,49,39/0/10/23/16/0/29/10/0,39/0/10/23/16/0/29/10/0,,,no,match
abice__go-enum,trivy,23,23,29,29,49,49,yes,50,49,35/0/14/23/12/0/29/6/0,34/0/15/23/11/0/29/5/0,,34/0/15/23/11/0/29/5/0,no,differ
abice__go-enum,cdxgen,23,23,29,29,49,49,yes,50,49,23/0/26/23/0/0/23/0/6,23/0/26/23/0/0/23/0/6,,23/0/26/23/0/0/23/0/6,no,match
abice__go-enum,cyclonedx-gomod,23,23,29,29,49,49,yes,50,49,27/0/22/23/4/0/24/3/5,27/0/22/23/4/0/24/3/5,,27/0/22/23/4/0/24/3/5,no,match
abiosoft__colima,syft,17,17,17,17,29,29,yes,30,29,25/0/4/17/8/0/17/8/0,25/0/4/17/8/0/17/8/0,,,no,match
abiosoft__colima,trivy,17,17,17,17,29,29,yes,30,29,19/0/10/17/2/0/17/2/0,19/0/10/17/2/0/17/2/0,,,no,match
abiosoft__colima,cdxgen,17,17,17,17,29,29,yes,30,29,17/0/12/17/0/0/17/0/0,17/0/12/17/0/0/17/0/0,,,no,match
abiosoft__colima,cyclonedx-gomod,17,17,17,17,29,29,yes,30,29,19/0/10/17/2/0/17/2/0,19/0/10/17/2/0/17/2/0,,,no,match
abraithwaite__jeff,syft,6,6,10,10,21,21,yes,22,21,11/0/10/6/5/0/10/1/0,11/0/10/6/5/0/10/1/0,,,no,match
abraithwaite__jeff,trivy,6,6,10,10,21,21,yes,22,21,21/0/0/6/15/0/10/11/0,21/0/0/6/15/0/10/11/0,,,no,match
abraithwaite__jeff,cdxgen,6,6,10,10,21,21,yes,22,21,6/0/15/6/0/0/6/0/4,6/0/15/6/0/0/6/0/4,,,no,match
abraithwaite__jeff,cyclonedx-gomod,6,6,10,10,21,21,yes,22,21,6/0/15/6/0/0/6/0/4,6/0/15/6/0/0/6/0/4,,,no,match
achannarasappa__ticker,syft,37,37,48,48,366,366,yes,367,366,267/0/99/37/230/0/48/219/0,267/0/99/37/230/0/48/219/0,,,no,match
achannarasappa__ticker,trivy,37,37,48,48,366,366,yes,367,366,229/0/137/37/192/0/48/181/0,229/0/137/37/192/0/48/181/0,,,no,match
achannarasappa__ticker,cdxgen,37,37,48,48,366,366,yes,367,366,37/0/329/37/0/0/37/0/11,37/0/329/37/0/0/37/0/11,,,no,match
achannarasappa__ticker,cyclonedx-gomod,37,37,48,48,366,366,yes,367,366,222/0/144/37/185/0/42/180/6,222/0/144/37/185/0/42/180/6,,,no,match
aclindsa__ofxgo,syft,4,4,4,4,11,11,yes,12,11,4/0/7/4/0/0/4/0/0,4/0/7/4/0/0/4/0/0,,,no,match
aclindsa__ofxgo,trivy,4,4,4,4,11,11,yes,12,11,11/0/0/4/7/0/4/7/0,11/0/0/4/7/0/4/7/0,,,no,match
aclindsa__ofxgo,cdxgen,4,4,4,4,11,11,yes,12,11,4/0/7/4/0/0/4/0/0,4/0/7/4/0/0/4/0/0,,,no,match
aclindsa__ofxgo,cyclonedx-gomod,4,4,4,4,11,11,yes,12,11,4/0/7/4/0/0/4/0/0,4/0/7/4/0/0/4/0/0,,,no,match
adam-hanna__sessions,syft,2,2,2,2,2,2,yes,3,2,2/0/0/2/0/0/2/0/0,2/0/0/2/0/0/2/0/0,,,no,match
adam-hanna__sessions,trivy,2,2,2,2,2,2,yes,3,2,2/0/0/2/0/0/2/0/0,2/0/0/2/0/0/2/0/0,,,no,match
adam-hanna__sessions,cdxgen,2,2,2,2,2,2,yes,3,2,2/0/0/2/0/0/2/0/0,2/0/0/2/0/0/2/0/0,,,no,match
adam-hanna__sessions,cyclonedx-gomod,2,2,2,2,2,2,yes,3,2,2/0/0/2/0/0/2/0/0,2/0/0/2/0/0/2/0/0,,,no,match
adelowo__gulter,syft,36,36,42,42,62,62,yes,63,62,51/0/11/36/15/0/42/9/0,51/0/11/36/15/0/42/9/0,,,no,match
adelowo__gulter,trivy,36,36,42,42,62,62,yes,63,62,43/0/19/36/7/0/42/1/0,43/0/19/36/7/0/42/1/0,,,no,match
adelowo__gulter,cdxgen,36,36,42,42,62,62,yes,63,62,36/0/26/36/0/0/36/0/6,36/0/26/36/0/0/36/0/6,,,no,match
adelowo__gulter,cyclonedx-gomod,36,36,42,42,62,62,yes,63,62,37/0/25/36/1/0/36/1/6,37/0/25/36/1/0/36/1/6,,,no,match
adelowo__onecache,syft,2,2,2,2,21,21,yes,22,21,16/0/5/2/14/0/2/14/0,16/0/5/2/14/0/2/14/0,,,no,match
adelowo__onecache,trivy,2,2,2,2,21,21,yes,22,21,21/0/0/2/19/0/2/19/0,21/0/0/2/19/0/2/19/0,,,no,match
adelowo__onecache,cdxgen,2,2,2,2,21,21,yes,22,21,2/0/19/2/0/0/2/0/0,2/0/19/2/0/0/2/0/0,,,no,match
adelowo__onecache,cyclonedx-gomod,2,2,2,2,21,21,yes,22,21,2/0/19/2/0/0/2/0/0,2/0/19/2/0/0/2/0/0,,,no,match
adlio__trello,syft,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
adlio__trello,trivy,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
adlio__trello,cdxgen,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
adlio__trello,cyclonedx-gomod,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
adnanh__webhook,syft,10,10,10,10,20,20,yes,21,20,15/0/5/10/5/0/10/5/0,15/0/5/10/5/0/10/5/0,,,no,match
adnanh__webhook,trivy,10,10,10,10,20,20,yes,21,20,14/0/6/10/4/0/10/4/0,14/0/6/10/4/0/10/4/0,,,no,match
adnanh__webhook,cdxgen,10,10,10,10,20,20,yes,21,20,14/0/6/10/4/0/10/4/0,14/0/6/10/4/0/10/4/0,,,no,match
adnanh__webhook,cyclonedx-gomod,10,10,10,10,20,20,yes,21,20,11/0/9/10/1/0/10/1/0,11/0/9/10/1/0/10/1/0,,,no,match
adrianosela__sslmgr,syft,46,46,49,49,198,198,yes,199,198,59/0/139/46/13/0/49/10/0,59/0/139/46/13/0/49/10/0,,,no,match
adrianosela__sslmgr,trivy,46,46,49,49,198,198,yes,199,198,50/0/148/46/4/0/49/1/0,50/0/148/46/4/0/49/1/0,,,no,match
adrianosela__sslmgr,cdxgen,46,46,49,49,198,198,yes,199,198,46/0/152/46/0/0/46/0/3,46/0/152/46/0/0/46/0/3,,,no,match
adrianosela__sslmgr,cyclonedx-gomod,46,46,49,49,198,198,yes,199,198,46/0/152/46/0/0/46/0/3,46/0/152/46/0/0/46/0/3,,,no,match
aerospike__aerospike-client-go,syft,3,3,14,14,47,47,yes,48,47,34/0/13/3/31/0/14/20/0,34/0/13/3/31/0/14/20/0,,,no,match
aerospike__aerospike-client-go,trivy,3,3,14,14,47,47,yes,48,47,19/0/28/3/16/0/14/5/0,19/0/28/3/16/0/14/5/0,,,no,match
aerospike__aerospike-client-go,cdxgen,3,3,14,14,47,47,yes,48,47,3/0/44/3/0/0/3/0/11,3/0/44/3/0/0/3/0/11,,,no,match
aerospike__aerospike-client-go,cyclonedx-gomod,3,3,14,14,47,47,yes,48,47,5/0/42/3/2/0/4/1/10,5/0/42/3/2/0/4/1/10,,,no,match
agenticenv__agent-sdk-go,syft,111,111,113,113,385,385,yes,386,385,131/9/254/111/29/0/113/27/0,131/9/254/111/29/0/113/27/0,,,no,match
agenticenv__agent-sdk-go,trivy,111,111,113,113,385,385,yes,386,385,113/4/272/111/6/0/113/4/0,113/4/272/111/6/0/113/4/0,,,no,match
agenticenv__agent-sdk-go,cdxgen,111,111,113,113,385,385,yes,386,385,111/3/274/111/3/0/111/3/2,111/3/274/111/3/0/111/3/2,,,no,match
agenticenv__agent-sdk-go,cyclonedx-gomod,111,111,113,113,385,385,yes,386,385,107/0/278/107/0/4/107/0/6,107/0/278/107/0/4/107/0/6,,,no,match
agilira__argus,syft,5,5,5,5,6,6,yes,7,6,6/31/0/5/32/0/5/32/0,6/31/0/5/32/0/5/32/0,,,no,match
agilira__argus,trivy,5,5,5,5,6,6,yes,7,6,6/22/0/5/23/0/5/23/0,6/22/0/5/23/0/5/23/0,,,no,match
agilira__argus,cdxgen,5,5,5,5,6,6,yes,7,6,5/13/1/5/13/0/5/13/0,5/13/1/5/13/0/5/13/0,,,no,match
agilira__argus,cyclonedx-gomod,5,5,5,5,6,6,yes,7,6,5/0/1/5/0/0/5/0/0,5/0/1/5/0/0/5/0/0,,,no,match
agilira__orpheus,syft,5,5,5,5,5,5,yes,6,5,5/19/0/5/19/0/5/19/0,5/19/0/5/19/0/5/19/0,,,no,match
agilira__orpheus,trivy,5,5,5,5,5,5,yes,6,5,5/20/0/5/20/0/5/20/0,5/20/0/5/20/0/5/20/0,,,no,match
agilira__orpheus,cdxgen,5,5,5,5,5,5,yes,6,5,5/0/0/5/0/0/5/0/0,5/0/0/5/0/0/5/0/0,,,no,match
agilira__orpheus,cyclonedx-gomod,5,5,5,5,5,5,yes,6,5,5/0/0/5/0/0/5/0/0,5/0/0/5/0/0/5/0/0,,,no,match
agnivade__wasmbrowsertest,syft,9,9,9,9,16,16,yes,17,16,14/0/2/9/5/0/9/5/0,14/0/2/9/5/0/9/5/0,,,no,match
agnivade__wasmbrowsertest,trivy,9,9,9,9,16,16,yes,17,16,10/0/6/9/1/0/9/1/0,10/0/6/9/1/0/9/1/0,,,no,match
agnivade__wasmbrowsertest,cdxgen,9,9,9,9,16,16,yes,17,16,9/0/7/9/0/0/9/0/0,9/0/7/9/0/0/9/0/0,,,no,match
agnivade__wasmbrowsertest,cyclonedx-gomod,9,9,9,9,16,16,yes,17,16,10/0/6/9/1/0/9/1/0,10/0/6/9/1/0/9/1/0,,,no,match
ahmadraza100__dotlock,syft,32,32,32,32,58,58,yes,59,58,45/0/13/32/13/0/32/13/0,45/0/13/32/13/0/32/13/0,,,no,match
ahmadraza100__dotlock,trivy,32,32,32,32,58,58,yes,59,58,36/0/22/32/4/0/32/4/0,36/0/22/32/4/0/32/4/0,,,no,match
ahmadraza100__dotlock,cdxgen,32,32,32,32,58,58,yes,59,58,32/0/26/32/0/0/32/0/0,32/0/26/32/0/0/32/0/0,,,no,match
ahmadraza100__dotlock,cyclonedx-gomod,32,32,32,32,58,58,yes,59,58,36/0/22/32/4/0/32/4/0,36/0/22/32/4/0/32/4/0,,,no,match
ahmedakef__gotutor,syft,14,14,14,14,43,43,yes,44,43,28/18/15/14/32/0/14/32/0,28/18/15/14/32/0/14/32/0,,,no,match
ahmedakef__gotutor,trivy,14,14,14,14,43,43,yes,44,43,22/10/21/14/18/0/14/18/0,22/10/21/14/18/0/14/18/0,,,no,match
ahmedakef__gotutor,cdxgen,14,14,14,14,43,43,yes,44,43,17/8/26/14/11/0/14/11/0,17/8/26/14/11/0/14/11/0,,,no,match
ahmedakef__gotutor,cyclonedx-gomod,14,14,14,14,43,43,yes,44,43,15/0/28/14/1/0/14/1/0,15/0/28/14/1/0/14/1/0,,,no,match
airbusgeo__godal,syft,51,51,55,55,318,318,yes,319,318,72/0/246/51/21/0/55/17/0,72/0/246/51/21/0/55/17/0,,,no,match
airbusgeo__godal,trivy,51,51,55,55,318,318,yes,319,318,57/0/261/51/6/0/55/2/0,57/0/261/51/6/0/55/2/0,,,no,match
airbusgeo__godal,cdxgen,51,51,55,55,318,318,yes,319,318,51/0/267/51/0/0/51/0/4,51/0/267/51/0/0/51/0/4,,,no,match
airbusgeo__godal,cyclonedx-gomod,51,51,55,55,318,318,yes,319,318,50/0/268/48/2/3/48/2/7,50/0/268/48/2/3/48/2/7,,,no,match
ajitpratap0__GoSQLX,syft,15,15,66,66,130,130,yes,131,130,117/9/13/15/111/0/66/60/0,117/9/13/15/111/0/66/60/0,,,no,match
ajitpratap0__GoSQLX,trivy,15,15,66,66,130,130,yes,131,130,81/9/49/15/75/0/66/24/0,81/9/49/15/75/0/66/24/0,,,no,match
ajitpratap0__GoSQLX,cdxgen,15,15,66,66,130,130,yes,131,130,18/3/112/15/6/0/18/3/48,18/3/112/15/6/0/18/3/48,,,no,match
ajitpratap0__GoSQLX,cyclonedx-gomod,15,15,66,66,130,130,yes,131,130,16/0/114/15/1/0/15/1/51,16/0/114/15/1/0/15/1/51,,,no,match
ajstarks__svgo,syft,3,3,3,3,14,14,yes,15,14,3/0/11/3/0/0/3/0/0,3/0/11/3/0/0/3/0/0,,,no,match
ajstarks__svgo,trivy,3,3,3,3,14,14,yes,15,14,14/0/0/3/11/0/3/11/0,14/0/0/3/11/0/3/11/0,,,no,match
ajstarks__svgo,cdxgen,3,3,3,3,14,14,yes,15,14,3/0/11/3/0/0/3/0/0,3/0/11/3/0/0/3/0/0,,,no,match
ajstarks__svgo,cyclonedx-gomod,3,3,3,3,14,14,yes,15,14,3/0/11/3/0/0/3/0/0,3/0/11/3/0/0/3/0/0,,,no,match
ajvb__kala,syft,41,41,50,50,234,234,yes,235,234,76/0/158/41/35/0/50/26/0,76/0/158/41/35/0/50/26/0,,,no,match
ajvb__kala,trivy,41,41,50,50,234,234,yes,235,234,234/0/0/41/193/0/50/184/0,234/0/0/41/193/0/50/184/0,,,no,match
ajvb__kala,cdxgen,41,41,50,50,234,234,yes,235,234,41/0/193/41/0/0/41/0/9,41/0/193/41/0/0/41/0/9,,,no,match
ajvb__kala,cyclonedx-gomod,41,41,50,50,234,234,yes,235,234,44/0/190/41/3/0/41/3/9,44/0/190/41/3/0/41/3/9,,,no,match
alajmo__mani,syft,25,25,28,28,52,52,yes,53,52,37/0/15/25/12/0/28/9/0,37/0/15/25/12/0/28/9/0,,,no,match
alajmo__mani,trivy,25,25,28,28,52,52,yes,53,52,30/0/22/25/5/0/28/2/0,30/0/22/25/5/0/28/2/0,,,no,match
alajmo__mani,cdxgen,25,25,28,28,52,52,yes,53,52,25/0/27/25/0/0/25/0/3,25/0/27/25/0/0/25/0/3,,,no,match
alajmo__mani,cyclonedx-gomod,25,25,28,28,52,52,yes,53,52,26/0/26/25/1/0/25/1/3,26/0/26/25/1/0/25/1/3,,,no,match
alajmo__sake,syft,19,19,21,21,44,44,yes,45,44,32/0/12/19/13/0/21/11/0,32/0/12/19/13/0/21/11/0,,,no,match
alajmo__sake,trivy,19,19,21,21,44,44,yes,45,44,28/0/16/19/9/0/21/7/0,28/0/16/19/9/0/21/7/0,,,no,match
alajmo__sake,cdxgen,19,19,21,21,44,44,yes,45,44,19/0/25/19/0/0/19/0/2,19/0/25/19/0/0/19/0/2,,,no,match
alajmo__sake,cyclonedx-gomod,19,19,21,21,44,44,yes,45,44,20/0/24/19/1/0/19/1/2,20/0/24/19/1/0/19/1/2,,,no,match
aldor007__mort,syft,95,95,105,105,326,326,yes,327,326,132/0/194/95/37/0/105/27/0,132/0/194/95/37/0/105/27/0,,,no,match
aldor007__mort,trivy,95,95,105,105,326,326,yes,327,326,107/0/219/95/12/0/105/2/0,107/0/219/95/12/0/105/2/0,,,no,match
aldor007__mort,cdxgen,95,95,105,105,326,326,yes,327,326,95/0/231/95/0/0/95/0/10,95/0/231/95/0/0/95/0/10,,,no,match
aldor007__mort,cyclonedx-gomod,95,95,105,105,326,326,yes,327,326,97/0/229/95/2/0/95/2/10,97/0/229/95/2/0/95/2/10,,,no,match
alebeck__boring,syft,6,6,7,7,8,8,yes,9,8,7/0/1/6/1/0/7/0/0,7/0/1/6/1/0/7/0/0,,,no,match
alebeck__boring,trivy,6,6,7,7,8,8,yes,9,8,7/0/1/6/1/0/7/0/0,7/0/1/6/1/0/7/0/0,,,no,match
alebeck__boring,cdxgen,6,6,7,7,8,8,yes,9,8,6/0/2/6/0/0/6/0/1,6/0/2/6/0/0/6/0/1,,,no,match
alebeck__boring,cyclonedx-gomod,6,6,7,7,8,8,yes,9,8,6/0/2/6/0/0/6/0/1,6/0/2/6/0/0/6/0/1,,,no,match
alecthomas__go_serialization_benchmarks,syft,48,48,48,48,232,232,yes,233,232,71/0/161/48/23/0/48/23/0,71/0/161/48/23/0/48/23/0,,,no,match
alecthomas__go_serialization_benchmarks,trivy,48,48,48,48,232,232,yes,233,232,55/0/177/48/7/0/48/7/0,55/0/177/48/7/0/48/7/0,,,no,match
alecthomas__go_serialization_benchmarks,cdxgen,48,48,48,48,232,232,yes,233,232,48/0/184/48/0/0/48/0/0,48/0/184/48/0/0/48/0/0,,,no,match
alecthomas__go_serialization_benchmarks,cyclonedx-gomod,48,48,48,48,232,232,yes,233,232,50/0/182/48/2/0/48/2/0,50/0/182/48/2/0/48/2/0,,,no,match
alecthomas__kingpin,syft,2,2,6,6,8,8,yes,9,8,7/2/1/2/7/0/6/3/0,7/2/1/2/7/0/6/3/0,,,no,match
alecthomas__kingpin,trivy,2,2,6,6,8,8,yes,9,8,6/2/2/2/6/0/6/2/0,6/2/2/2/6/0/6/2/0,,,no,match
alecthomas__kingpin,cdxgen,2,2,6,6,8,8,yes,9,8,2/0/6/2/0/0/2/0/4,2/0/6/2/0/0/2/0/4,,,no,match
alecthomas__kingpin,cyclonedx-gomod,2,2,6,6,8,8,yes,9,8,2/0/6/2/0/0/2/0/4,2/0/6/2/0/0/2/0/4,,,no,match
alegrey91__fwdctl,syft,24,24,24,24,112,112,yes,113,112,38/0/74/24/14/0/24/14/0,38/0/74/24/14/0/24/14/0,,,no,match
alegrey91__fwdctl,trivy,24,24,24,24,112,112,yes,113,112,30/0/82/24/6/0/24/6/0,30/0/82/24/6/0/24/6/0,,,no,match
alegrey91__fwdctl,cdxgen,24,24,24,24,112,112,yes,113,112,24/0/88/24/0/0/24/0/0,24/0/88/24/0/0/24/0/0,,,no,match
alegrey91__fwdctl,cyclonedx-gomod,24,24,24,24,112,112,yes,113,112,30/0/82/24/6/0/24/6/0,30/0/82/24/6/0/24/6/0,,,no,match
aler9__goroslib,syft,22,22,26,26,54,54,yes,55,54,45/0/9/22/23/0/26/19/0,45/0/9/22/23/0/26/19/0,,,no,match
aler9__goroslib,trivy,22,22,26,26,54,54,yes,55,54,27/0/27/22/5/0/26/1/0,27/0/27/22/5/0/26/1/0,,,no,match
aler9__goroslib,cdxgen,22,22,26,26,54,54,yes,55,54,22/0/32/22/0/0/22/0/4,22/0/32/22/0/0/22/0/4,,,no,match
aler9__goroslib,cyclonedx-gomod,22,22,26,26,54,54,yes,55,54,23/0/31/22/1/0/22/1/4,23/0/31/22/1/0/22/1/4,,,no,match
aler9__gortsplib,syft,12,12,18,18,28,28,yes,29,28,19/0/9/12/7/0/18/1/0,19/0/9/12/7/0/18/1/0,,,no,match
aler9__gortsplib,trivy,12,12,18,18,28,28,yes,29,28,18/0/10/12/6/0/18/0/0,18/0/10/12/6/0/18/0/0,,,no,match
aler9__gortsplib,cdxgen,12,12,18,18,28,28,yes,29,28,12/0/16/12/0/0/12/0/6,12/0/16/12/0/0/12/0/6,,,no,match
aler9__gortsplib,cyclonedx-gomod,12,12,18,18,28,28,yes,29,28,14/0/14/12/2/0/14/0/4,14/0/14/12/2/0/14/0/4,,,no,match
alesr__templator,syft,1,1,5,5,10,10,yes,11,10,6/0/4/1/5/0/5/1/0,6/0/4/1/5/0/5/1/0,,,no,match
alesr__templator,trivy,1,1,5,5,10,10,yes,11,10,5/0/5/1/4/0/5/0/0,5/0/5/1/4/0/5/0/0,,,no,match
alesr__templator,cdxgen,1,1,5,5,10,10,yes,11,10,1/0/9/1/0/0/1/0/4,1/0/9/1/0/0/1/0/4,,,no,match
alesr__templator,cyclonedx-gomod,1,1,5,5,10,10,yes,11,10,1/0/9/1/0/0/1/0/4,1/0/9/1/0/0/1/0/4,,,no,match
alexcfv__go-pcaplite,syft,1,1,1,1,10,10,yes,11,10,3/0/7/1/2/0/1/2/0,3/0/7/1/2/0/1/2/0,,,no,match
alexcfv__go-pcaplite,trivy,1,1,1,1,10,10,yes,11,10,10/0/0/1/9/0/1/9/0,10/0/0/1/9/0/1/9/0,,,no,match
alexcfv__go-pcaplite,cdxgen,1,1,1,1,10,10,yes,11,10,1/0/9/1/0/0/1/0/0,1/0/9/1/0/0/1/0/0,,,no,match
alexcfv__go-pcaplite,cyclonedx-gomod,1,1,1,1,10,10,yes,11,10,2/0/8/1/1/0/1/1/0,2/0/8/1/1/0/1/1/0,,,no,match
alexeyco__pig,syft,9,9,10,10,30,30,yes,31,30,18/0/12/9/9/0/10/8/0,18/0/12/9/9/0/10/8/0,,,no,match
alexeyco__pig,trivy,9,9,10,10,30,30,yes,31,30,11/0/19/9/2/0/10/1/0,11/0/19/9/2/0/10/1/0,,,no,match
alexeyco__pig,cdxgen,9,9,10,10,30,30,yes,31,30,9/0/21/9/0/0/9/0/1,9/0/21/9/0/0/9/0/1,,,no,match
alexeyco__pig,cyclonedx-gomod,9,9,10,10,30,30,yes,31,30,9/0/21/9/0/0/9/0/1,9/0/21/9/0/0/9/0/1,,,no,match
alexeyco__simpletable,syft,2,2,2,2,2,2,yes,3,2,2/0/0/2/0/0/2/0/0,2/0/0/2/0/0/2/0/0,,,no,match
alexeyco__simpletable,trivy,2,2,2,2,2,2,yes,3,2,2/0/0/2/0/0/2/0/0,2/0/0/2/0/0/2/0/0,,,no,match
alexeyco__simpletable,cdxgen,2,2,2,2,2,2,yes,3,2,2/0/0/2/0/0/2/0/0,2/0/0/2/0/0/2/0/0,,,no,match
alexeyco__simpletable,cyclonedx-gomod,2,2,2,2,2,2,yes,3,2,2/0/0/2/0/0/2/0/0,2/0/0/2/0/0/2/0/0,,,no,match
alexflint__go-arg,syft,1,1,5,5,7,7,yes,8,7,6/0/1/1/5/0/5/1/0,6/0/1/1/5/0/5/1/0,,,no,match
alexflint__go-arg,trivy,1,1,5,5,7,7,yes,8,7,5/0/2/1/4/0/5/0/0,5/0/2/1/4/0/5/0/0,,,no,match
alexflint__go-arg,cdxgen,1,1,5,5,7,7,yes,8,7,1/0/6/1/0/0/1/0/4,1/0/6/1/0/0/1/0/4,,,no,match
alexflint__go-arg,cyclonedx-gomod,1,1,5,5,7,7,yes,8,7,1/0/6/1/0/0/1/0/4,1/0/6/1/0/0/1/0/4,,,no,match
alfiankan__crab-config-files-templating,syft,2,2,6,6,12,12,yes,13,12,8/0/4/2/6/0/6/2/0,8/0/4/2/6/0/6/2/0,,,no,match
alfiankan__crab-config-files-templating,trivy,2,2,6,6,12,12,yes,13,12,7/0/5/2/5/0/6/1/0,7/0/5/2/5/0/6/1/0,,,no,match
alfiankan__crab-config-files-templating,cdxgen,2,2,6,6,12,12,yes,13,12,7/0/5/2/5/0/6/1/0,7/0/5/2/5/0/6/1/0,,,no,match
alfiankan__crab-config-files-templating,cyclonedx-gomod,2,2,6,6,12,12,yes,13,12,3/0/9/2/1/0/2/1/4,3/0/9/2/1/0/2/1/4,,,no,match
alibaba__opentelemetry-go-auto-instrumentation,syft,52,52,54,54,130,130,yes,131,130,119/764/11/52/831/0/54/829/0,119/764/11/52/831/0/54/829/0,,,no,match
alibaba__opentelemetry-go-auto-instrumentation,trivy,52,52,54,54,130,130,yes,131,130,109/668/21/52/725/0/54/723/0,109/668/21/52/725/0/54/723/0,,,no,match
alibaba__opentelemetry-go-auto-instrumentation,cdxgen,52,52,54,54,130,130,yes,131,130,NA,NA,,,no,match
