bitbucket.org/creachadair/shell	v0.0.8
github.com/moby/sys/user	v0.4.0
github.com/moby/sys/userns	v0.1.0
github.com/moby/term	v0.5.2
github.com/modern-go/concurrent	v0.0.0-20180306012644-bacd9c7ef1dd
github.com/modern-go/reflect2	v1.0.3-0.20250322232337-35a7c28c31ee
github.com/montanaflynn/stats	v0.7.0
github.com/mozillazg/docker-credential-acr-helper	v0.4.0
github.com/munnerz/goautoneg	v0.0.0-20191010083416-a7dc8b61c822
github.com/mwitkow/go-conntrack	v0.0.0-20190716064945-2f068394615f
github.com/mwitkow/go-proto-validators	v0.2.0
github.com/mxk/go-flowrate	v0.0.0-20140419014527-cca7078d478f
github.com/natefinch/atomic	v1.0.1
github.com/nozzle/throttler	v0.0.0-20180817012639-2ea982251481
github.com/nxadm/tail	v1.4.11
github.com/oklog/run	v1.2.0
github.com/oklog/ulid/v2	v2.1.1
github.com/oleiade/reflections	v1.1.0
github.com/olekukonko/cat	v0.0.0-20250911104152-50322a0618f6
github.com/olekukonko/errors	v1.2.0
github.com/olekukonko/ll	v0.1.6
github.com/olekukonko/tablewriter	v1.1.4
github.com/onsi/ginkgo	v1.16.5
github.com/onsi/ginkgo/v2	v2.27.4
github.com/onsi/gomega	v1.39.0
github.com/open-policy-agent/opa	v1.18.2
github.com/opencontainers/go-digest	v1.0.0
github.com/opencontainers/image-spec	v1.1.1
github.com/pbnjay/memory	v0.0.0-20210728143218-7b4eea64cf58
github.com/pborman/getopt	v0.0.0-20170112200414-7148bc3a4c30
github.com/pborman/uuid	v1.2.1
github.com/pelletier/go-toml	v1.9.5
github.com/pelletier/go-toml/v2	v2.2.4
github.com/peterbourgon/diskv	v2.0.1+incompatible
github.com/peterh/liner	v1.2.2
github.com/petermattis/goid	v0.0.0-20250721140440-ea1c0173183e
github.com/pierrec/lz4	v2.6.1+incompatible
github.com/pires/go-proxyproto	v0.14.0
github.com/pkg/browser	v0.0.0-20240102092130-5ac0b6a4141c
github.com/pkg/errors	v0.9.1
github.com/planetscale/vtprotobuf	v0.6.1-0.20240319094008-0393e58bdf10
github.com/pmezard/go-difflib	v1.0.1-0.20181226105442-5d4384ee4fb2
github.com/posener/complete	v1.2.3
github.com/power-devops/perfstat	v0.0.0-20240221224432-82ca36839d55
github.com/poy/onpar	v1.1.2
github.com/prometheus/client_golang	v1.23.2
github.com/prometheus/client_model	v0.6.2
github.com/prometheus/common	v0.67.5
github.com/prometheus/otlptranslator	v1.0.0
github.com/prometheus/procfs	v0.20.1
github.com/prometheus/prometheus	v0.51.0
github.com/protocolbuffers/txtpbfmt	v0.0.0-20260217160748-a481f6a22f94
github.com/pseudomuto/protoc-gen-doc	v1.5.1
github.com/pseudomuto/protokit	v0.2.0
github.com/rcrowley/go-metrics	v0.0.0-20250401214520-65e299d6c5c9
github.com/redis/go-redis/extra/rediscmd/v9	v9.5.3
github.com/redis/go-redis/extra/redisotel/v9	v9.5.3
github.com/redis/go-redis/v9	v9.20.1
github.com/rivo/uniseg	v0.4.7
github.com/robfig/cron/v3	v3.0.1
github.com/rogpeppe/fastuuid	v1.2.0
github.com/rogpeppe/go-internal	v1.15.0
github.com/rs/cors	v1.11.1
github.com/russross/blackfriday	v1.6.0
github.com/russross/blackfriday/v2	v2.1.0
github.com/ryanuber/columnize	v2.1.2+incompatible
github.com/ryanuber/go-glob	v1.0.0
github.com/sagikazarmark/locafero	v0.11.0
github.com/santhosh-tekuri/jsonschema/v5	v5.3.1
github.com/santhosh-tekuri/jsonschema/v6	v6.0.2
github.com/sasha-s/go-deadlock	v0.3.5
github.com/sassoftware/relic	v7.2.1+incompatible
github.com/sassoftware/relic/v7	v7.6.2
github.com/secure-systems-lab/go-securesystemslib	v0.11.0
github.com/segmentio/asm	v1.2.1
github.com/sergi/go-diff	v1.4.0
github.com/shibumi/go-pathspec	v1.3.0
github.com/shirou/gopsutil/v4	v4.26.6
github.com/shopspring/decimal	v1.4.0
github.com/sigstore/cosign/v3	v3.1.1
github.com/sigstore/fulcio	v1.8.7
github.com/sigstore/protobuf-specs	v0.5.1
github.com/sigstore/rekor	v1.5.3
github.com/sigstore/rekor-tiles/v2	v2.2.2-0.20260601073857-5d098a2b6443
github.com/sigstore/sigstore	v1.10.8
github.com/sigstore/sigstore-go	v1.2.0
github.com/sigstore/sigstore/pkg/signature/kms/aws	v1.10.8
github.com/sigstore/sigstore/pkg/signature/kms/azure	v1.10.8
github.com/sigstore/sigstore/pkg/signature/kms/gcp	v1.10.8
github.com/sigstore/sigstore/pkg/signature/kms/hashivault	v1.10.8
github.com/sigstore/timestamp-authority/v2	v2.1.2
github.com/sirupsen/logrus	v1.9.4
github.com/smallstep/pkcs7	v0.2.1
github.com/soheilhy/cmux	v0.1.5
github.com/sourcegraph/conc	v0.3.1-0.20240121214520-5f936abd7ae8
github.com/spf13/afero	v1.15.0
github.com/spf13/cast	v1.10.0
github.com/spf13/cobra	v1.10.2
github.com/spf13/pflag	v1.0.10
github.com/spf13/viper	v1.21.0
github.com/spiffe/go-spiffe/v2	v2.8.1
github.com/spiffe/spire-api-sdk	v1.2.5-0.20260428072036-00f73a61093a
github.com/spiffe/spire-plugin-sdk	v1.4.4-0.20260617144146-5dcde407c4d1
github.com/stoewer/go-strcase	v1.3.0
github.com/stretchr/objx	v0.5.2
github.com/stretchr/testify	v1.11.1
github.com/subosito/gotenv	v1.6.0
github.com/syndtr/goleveldb	v1.0.1-0.20220721030215-126854af5e6d
github.com/tchap/go-patricia/v2	v2.3.3
github.com/thales-e-security/pool	v0.0.2
github.com/theupdateframework/go-tuf	v0.7.0
github.com/theupdateframework/go-tuf/v2	v2.4.2
github.com/tink-crypto/tink-go-awskms/v3	v3.0.0
github.com/tink-crypto/tink-go-gcpkms/v2	v2.2.0
github.com/tink-crypto/tink-go-hcvault/v2	v2.5.0
github.com/tink-crypto/tink-go/v2	v2.6.0
github.com/titanous/rocacheck	v0.0.0-20171023193734-afe73141d399
github.com/tjfoc/gmsm	v1.4.1
github.com/tklauser/go-sysconf	v0.3.16
github.com/tklauser/numcpus	v0.11.0
github.com/tmc/grpc-websocket-proxy	v0.0.0-20220101234140-673ab2c3ae75
github.com/tomasen/realip	v0.0.0-20180522021738-f0c99a92ddce
github.com/transparency-dev/formats	v0.1.1
github.com/transparency-dev/merkle	v0.0.2
github.com/transparency-dev/tessera	v1.0.2
github.com/tv42/httpunix	v0.0.0-20150427012821-b75d8614f926
github.com/twmb/murmur3	v1.1.8
github.com/uber-go/tally/v4	v4.1.17
github.com/ulikunitz/xz	v0.5.14
github.com/urfave/negroni	v1.0.0
github.com/valyala/fastjson	v1.6.10
github.com/vektah/gqlparser/v2	v2.5.34
github.com/veraison/go-cose	v1.3.0
github.com/weppos/publicsuffix-go	v0.50.2
github.com/withfig/autocomplete-tools/integrations/cobra	v1.2.1
github.com/x448/float16	v0.8.4
github.com/xeipuuv/gojsonpointer	v0.0.0-20190905194746-02993c407bfb
github.com/xeipuuv/gojsonreference	v0.0.0-20180127040603-bd5ef7bd5415
github.com/xhit/go-str2duration/v2	v2.1.0
github.com/xiang90/probing	v0.0.0-20221125231312-a49e3df8f510
github.com/yashtewari/glob-intersection	v0.2.0
github.com/youmark/pkcs8	v0.0.0-20240726163527-a2c0da244d78
github.com/ysmood/fetchup	v0.2.3
github.com/ysmood/goob	v0.4.0
github.com/ysmood/got	v0.40.0
github.com/ysmood/gson	v0.7.3
github.com/ysmood/leakless	v0.9.0
github.com/yuin/goldmark	v1.4.13
github.com/yusufpapurcu/wmi	v1.2.4
github.com/zalando/go-keyring	v0.2.3
github.com/zeebo/errs	v1.4.0
github.com/zmap/zcrypto	v0.0.0-20250129210703-03c45d0bae98
github.com/zmap/zlint/v3	v3.6.6
gitlab.com/gitlab-org/api/client-go	v1.46.0
go.etcd.io/bbolt	v1.4.3
go.etcd.io/etcd/api/v3	v3.6.8
go.etcd.io/etcd/client/pkg/v3	v3.6.8
go.etcd.io/etcd/client/v3	v3.6.8
go.etcd.io/etcd/etcdctl/v3	v3.6.8
go.etcd.io/etcd/etcdutl/v3	v3.6.8
go.etcd.io/etcd/pkg/v3	v3.6.8
go.etcd.io/etcd/server/v3	v3.6.8
go.etcd.io/etcd/tests/v3	v3.6.8
go.etcd.io/etcd/v3	v3.6.8
go.etcd.io/gofail	v0.2.0
go.etcd.io/raft/v3	v3.6.0
go.opencensus.io	v0.24.0
go.opentelemetry.io/auto/sdk	v1.2.1
go.opentelemetry.io/contrib/bridges/prometheus	v0.69.0
go.opentelemetry.io/contrib/detectors/gcp	v1.43.0
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	v0.68.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp	v0.69.0
go.opentelemetry.io/otel	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlpmetric/otlpmetricgrpc	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlpmetric/otlpmetrichttp	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracehttp	v1.44.0
go.opentelemetry.io/otel/exporters/prometheus	v0.65.0
go.opentelemetry.io/otel/exporters/stdout/stdoutmetric	v1.44.0
go.opentelemetry.io/otel/metric	v1.44.0
go.opentelemetry.io/otel/metric/x	v0.66.0
go.opentelemetry.io/otel/sdk	v1.44.0
go.opentelemetry.io/otel/sdk/metric	v1.44.0
go.opentelemetry.io/otel/trace	v1.44.0
go.opentelemetry.io/proto/otlp	v1.10.0
go.step.sm/crypto	v0.77.7
go.uber.org/atomic	v1.11.0
go.uber.org/automaxprocs	v1.6.0
go.uber.org/goleak	v1.3.0
go.uber.org/multierr	v1.11.0
go.uber.org/zap	v1.28.0
go.yaml.in/yaml/v2	v2.4.4
go.yaml.in/yaml/v3	v3.0.4
gocloud.dev	v0.45.0
golang.org/x/crypto	v0.53.0
golang.org/x/exp	v0.0.0-20251219203646-944ab1f22d93
golang.org/x/mod	v0.37.0
golang.org/x/net	v0.56.0
golang.org/x/oauth2	v0.36.0
golang.org/x/sync	v0.22.0
golang.org/x/sys	v0.47.0
golang.org/x/telemetry	v0.0.0-20260409153401-be6f6cb8b1fa
golang.org/x/term	v0.44.0
golang.org/x/text	v0.38.0
golang.org/x/time	v0.15.0
golang.org/x/tools	v0.46.0
golang.org/x/tools/go/expect	v0.1.1-deprecated
golang.org/x/tools/go/packages/packagestest	v0.1.1-deprecated
golang.org/x/xerrors	v0.0.0-20240903120638-7835f813f4da
gomodules.xyz/jsonpatch/v2	v2.4.0
gonum.org/v1/gonum	v0.17.0
google.golang.org/api	v0.287.1
google.golang.org/appengine	v1.6.8
google.golang.org/genproto	v0.0.0-20260519071638-aa98bba5eb94
google.golang.org/genproto/googleapis/api	v0.0.0-20260630182238-925bb5da69e7
google.golang.org/genproto/googleapis/bytestream	v0.0.0-20260630182238-925bb5da69e7
google.golang.org/genproto/googleapis/rpc	v0.0.0-20260630182238-925bb5da69e7
google.golang.org/grpc	v1.82.0
google.golang.org/grpc/cmd/protoc-gen-go-grpc	v1.6.1
google.golang.org/grpc/examples	v0.0.0-20250407062114-b368379ef8f6
google.golang.org/protobuf	v1.36.12-0.20260120151049-f2248ac996af
gopkg.in/check.v1	v1.0.0-20201130134442-10cb98267c6c
gopkg.in/evanphx/json-patch.v4	v4.13.0
gopkg.in/fsnotify.v1	v1.4.7
gopkg.in/inf.v0	v0.9.1
gopkg.in/ini.v1	v1.67.3
gopkg.in/natefinch/lumberjack.v2	v2.2.1
gopkg.in/tomb.v1	v1.0.0-20141024135613-dd632973f1e7
gopkg.in/validator.v2	v2.0.0-20200605151824-2b28d334fa05
gopkg.in/yaml.v2	v2.4.0
gopkg.in/yaml.v3	v3.0.1
gotest.tools/v3	v3.5.2
k8s.io/api	v0.36.2
k8s.io/apiextensions-apiserver	v0.36.0
k8s.io/apimachinery	v0.36.2
k8s.io/apiserver	v0.36.2
k8s.io/client-go	v0.36.2
k8s.io/code-generator	v0.36.2
k8s.io/component-base	v0.36.2
k8s.io/gengo/v2	v2.0.0-20250922181213-ec3ebc5fd46b
k8s.io/klog/v2	v2.140.0
k8s.io/kms	v0.36.2
k8s.io/kube-aggregator	v0.36.2
k8s.io/kube-openapi	v0.0.0-20260317180543-43fb72c5454a
k8s.io/streaming	v0.36.2
k8s.io/utils	v0.0.0-20260210185600-b8788abfbbc2
oras.land/oras-go/v2	v2.6.1
pgregory.net/rapid	v1.2.0
sigs.k8s.io/apiserver-network-proxy/konnectivity-client	v0.34.0
sigs.k8s.io/controller-runtime	v0.24.1
sigs.k8s.io/json	v0.0.0-20250730193827-2d320260d730
sigs.k8s.io/randfill	v1.0.0
sigs.k8s.io/release-utils	v0.12.4
sigs.k8s.io/structured-merge-diff/v6	v6.3.2
sigs.k8s.io/yaml	v1.6.0
software.sslmate.com/src/go-pkcs12	v0.4.0
